Sentence,Target_word,WordPredictions,wn,nwords,nprt,nw,sn,cloze,entropy,condition,sn_rand,sn_0,Prior,Sentences,Target_word.1,randomization,Web_Audio,Single_word,sentence,word,randomize_4
Daniela gähnte und rieb sich die Augen vor,müdigkeit,72,2.0,3,75,9,3,0.96,0.1934047144659654,el,62,62,el,s_el_062p.wav,s_el_062tw,0.4743085114708524,s_el_062p.wav,s_el_062tw_3.wav,Stimuli/s_el_062p.wav,Stimuli/s_el_062tw_3.wav,0.8833651321170858
Hinter den sieben Bergen wohnen die sieben,kröten,0,1.0,1,67,8,206,0.0,0.0,el_mm,245,245,el,s_el_245p.wav,s_el_mm_245tw,0.12145421861781314,s_el_245p.wav,s_el_mm_245tw_12.wav,Stimuli/s_el_245p.wav,Stimuli/s_el_mm_245tw_12.wav,0.8868622490751841
Nach vielen Niederlagen steht die Fußballmannschaft kurz vor dem,abstieg,30,1.0,8,76,10,19,0.3947368421052632,1.354694128992041,em_hc,382,382,em,s_em_382p.wav,s_em_hc_382tw,0.07876377039852522,s_em_382p.wav,s_em_hc_382tw_12.wav,Stimuli/s_em_382p.wav,Stimuli/s_em_hc_382tw_12.wav,0.9012572062385106
Die junge Frau bat die Bank um einen,kredit,65,2.0,3,68,9,165,0.9558823529411765,0.2088978977593963,el,188,188,el,s_el_188p.wav,s_el_188tw,0.025561326658083083,s_el_188p.wav,s_el_188tw_12.wav,Stimuli/s_el_188p.wav,Stimuli/s_el_188tw_12.wav,0.9079655106895951
Bei diesem Geräusch denkt Lilli immer an,urlaub,6,41.0,44,66,8,51,0.09090909090909091,3.637979688549688,eh,46,46,eh,s_eh_046p.wav,s_eh_046tw,0.6795381820572481,s_eh_046p.wav,s_eh_046tw_3.wav,Stimuli/s_eh_046p.wav,Stimuli/s_eh_046tw_3.wav,0.9091761906995902
Das Feuer im Kamin knistert und verbreitet,dreck,1,1.0,11,66,8,69,0.01515151515151515,0.9715313303319758,em_lc,70,70,em,s_em_070p.wav,s_em_lc_070tw,0.7296745070415139,s_em_070p.wav,s_em_lc_070tw_3.wav,Stimuli/s_em_070p.wav,Stimuli/s_em_lc_070tw_3.wav,0.9093510914049565
Die Schüler schreiben heute eine wichtige Prüfung in,mathe,47,8.0,10,66,9,181,0.7121212121212122,1.141624710878416,em_hc,209,209,em,s_em_209p.wav,s_em_hc_209tw,0.8406806345301697,s_em_209p.wav,s_em_hc_209tw_6.wav,Stimuli/s_em_209p.wav,Stimuli/s_em_hc_209tw_6.wav,0.9098844174581057
Aus dem Fenster sieht man in der Ferne die hohen,masten,1,6.0,9,64,11,41,0.015625,1.229807721516524,em_lc,37,37,em,s_em_037p.wav,s_em_lc_037tw,0.14822962041441867,s_em_037p.wav,s_em_lc_037tw_12.wav,Stimuli/s_em_037p.wav,Stimuli/s_em_lc_037tw_12.wav,0.9129013881636292
Der Zauberer verriet dem Publikum seinen ,weg,0,,4,47,7,11,0.0,0.2054707498023056,el_mm,160,160,el,s_el_160p.wav,s_el_mm_160tw,0.44371215384600393,s_el_160p.wav,s_el_mm_160tw_1.wav,Stimuli/s_el_160p.wav,Stimuli/s_el_mm_160tw_1.wav,0.9148106696995985
Nächstes Jahr kommt mein kleiner Sohn schon in die ,Miene,0,,2,47,10,30,0.0,0.1029666604654124,el_mm,384,384,el,s_el_384p.wav,s_el_mm_384tw,0.10595502277846514,s_el_384p.wav,s_el_mm_384tw_12.wav,Stimuli/s_el_384p.wav,Stimuli/s_el_mm_384tw_12.wav,0.9159181332459116
Im Zoo sprang die Robbe durch einen,reifen,42,3.0,7,76,8,13,0.5526315789473685,1.019284069050449,em_hc,295,295,em,s_em_295p.wav,s_em_hc_295tw,0.9387984873364039,s_em_295p.wav,s_em_hc_295tw_6.wav,Stimuli/s_em_295p.wav,Stimuli/s_em_hc_295tw_6.wav,0.926002966812882
Ihre Hände waren ganz wund vom,putzen,9,7.0,28,68,7,218,0.1323529411764706,2.884835511218853,eh,265,265,eh,s_eh_265p.wav,s_eh_265tw,0.4625522974893246,s_eh_265p.wav,s_eh_265tw_1.wav,Stimuli/s_eh_265p.wav,Stimuli/s_eh_265tw_1.wav,0.9360639736762856
Die U-Bahn am Marienplatz war voller,ratten,1,12.0,17,66,7,185,0.01515151515151515,1.642563514548485,em_lc,213,213,em,s_em_213p.wav,s_em_lc_213tw,0.40719372584556834,s_em_213p.wav,s_em_lc_213tw_1.wav,Stimuli/s_em_213p.wav,Stimuli/s_em_lc_213tw_1.wav,0.947683764517959
Kurz vor der Ziellinie fiel der Reiter von seinem,strauß,0,1.0,3,66,10,287,0.0,0.2138398613629944,el_mm,342,342,el,s_el_342p.wav,s_el_mm_342tw,0.3593520907253799,s_el_342p.wav,s_el_mm_342tw_1.wav,Stimuli/s_el_342p.wav,Stimuli/s_el_mm_342tw_1.wav,0.9555266992350852
Nach der Gartenarbeit wusch sie sich gründlich die,achseln,0,2.0,2,76,9,17,0.0,0.1216924026780619,el_mm,370,370,el,s_el_370p.wav,s_el_mm_370tw,0.19946962618057296,s_el_370p.wav,s_el_mm_370tw_12.wav,Stimuli/s_el_370p.wav,Stimuli/s_el_mm_370tw_12.wav,0.9580168823687161
Die Zugvögel flogen nach ,Gefühl,0,,2,53,5,17,0.0,0.1606805620415462,el_mm,220,220,el,s_el_220p.wav,s_el_mm_220tw,0.562866061694065,s_el_220p.wav,s_el_mm_220tw_3.wav,Stimuli/s_el_220p.wav,Stimuli/s_el_mm_220tw_3.wav,0.9596860889398766
Nach einer anstrengenden Radtour hatte er großen Hunger und,angst,0,2.0,3,66,10,313,0.0,0.1567984187685619,el_mm,372,372,el,s_el_372p.wav,s_el_mm_372tw,0.6014503566664524,s_el_372p.wav,s_el_mm_372tw_3.wav,Stimuli/s_el_372p.wav,Stimuli/s_el_mm_372tw_3.wav,0.972431443313873
Meine Pommes esse ich am liebsten mit Ketchup und,salat,0,1.0,1,76,10,16,0.0,0.0,el_mm,352,352,el,s_el_352p.wav,s_el_mm_352tw,0.4962386414285629,s_el_352p.wav,s_el_mm_352tw_3.wav,Stimuli/s_el_352p.wav,Stimuli/s_el_mm_352tw_3.wav,0.9769268343024796
Als Kind liebte sie das Märchen von Hänsel und,nemo,0,1.0,1,66,10,2,0.0,0.0,el_mm,1,1,el,s_el_001p.wav,s_el_mm_001tw,0.5473170681395589,s_el_001p.wav,s_el_mm_001tw_3.wav,Stimuli/s_el_001p.wav,Stimuli/s_el_mm_001tw_3.wav,0.9819916914005
Zur Belohnung gebe ich meinem Hund ein,leckerli,60,2.0,2,61,8,360,0.9836065573770492,0.08364970461058928,el,441,441,el,s_el_441p.wav,s_el_441tw,0.8443069820546513,s_el_441p.wav,s_el_441tw_6.wav,Stimuli/s_el_441p.wav,Stimuli/s_el_441tw_6.wav,0.9896200781814605
Marie bückte sich und sah einen,käfer,21,15.0,35,68,7,291,0.3088235294117647,2.970789518717813,eh,349,349,eh,s_eh_349p.wav,s_eh_349tw,0.799798245778524,s_eh_349p.wav,s_eh_349tw_3.wav,Stimuli/s_eh_349p.wav,Stimuli/s_eh_349tw_3.wav,0.9928973459705858
Aus dem Tresor stehlen die Bankräuber wertvolle,diamanten,8,5.0,26,65,8,43,0.1230769230769231,2.981211013591902,eh,40,40,eh,s_eh_040p.wav,s_eh_040tw,0.004936902882194394,s_eh_040p.wav,s_eh_040tw_12.wav,Stimuli/s_eh_040p.wav,Stimuli/s_eh_040tw_12.wav,0.9966324845336365
In dieser Woche hat der Supermarkt ein Angebot für,obst,6,25.0,42,68,10,270,0.08823529411764706,3.579427184510845,eh,321,321,eh,s_eh_321p.wav,s_eh_321tw,0.9171788480024335,s_eh_321p.wav,s_eh_321tw_6.wav,Stimuli/s_eh_321p.wav,Stimuli/s_eh_321tw_6.wav,0.9976405636441211
Der Fluss durch die Stadt führt direkt zum,meer,31,6.0,16,66,9,99,0.4696969696969697,1.82405282167873,em_hc,107,107,em,s_em_107p.wav,s_em_hc_107tw,0.7969668342373754,s_em_107p.wav,s_em_hc_107tw_6.wav,Stimuli/s_em_107p.wav,Stimuli/s_em_hc_107tw_6.wav,0.9976464296176701
