Sentence,Target_word,WordPredictions,wn,nwords,nprt,nw,sn,cloze,entropy,condition,sn_rand,sn_0,Prior,Sentences,Target_word.1,randomization,Web_Audio,Single_word,sentence,word,randomize_4
Die junge Katze hat Angst vor dem,tod,1,13.0,16,68,8,166,0.01470588235294118,1.576074886508728,em_lc,190,190,em,s_em_190p.wav,s_em_lc_190tw,0.49604118655466645,s_em_190p.wav,s_em_lc_190tw_1.wav,Stimuli/s_em_190p.wav,Stimuli/s_em_lc_190tw_1.wav,0.5320644908190035
Zum 20-jährigen Jubiläum bekam die Sekräterin von ihrem Chef eine Schachtel,pralinen,56,3.0,5,67,12,356,0.835820895522388,0.5919280370833983,el,435,435,el,s_el_435p.wav,s_el_435tw,0.19954353135695868,s_el_435p.wav,s_el_435tw_12.wav,Stimuli/s_el_435p.wav,Stimuli/s_el_435tw_12.wav,0.5433269546369509
Für die Vorratshaltung am besten geeignet sind Konserven mit,deckel,9,3.0,30,68,10,196,0.1323529411764706,2.999887306214324,eh,234,234,eh,s_eh_234p.wav,s_eh_234tw,0.5120602373212014,s_eh_234p.wav,s_eh_234tw_1.wav,Stimuli/s_eh_234p.wav,Stimuli/s_eh_234tw_1.wav,0.5482847985759997
Die italienische Mafia handelt vor allem mit,köpfchen,1,6.0,11,68,8,163,0.01470588235294118,1.133246777304232,em_lc,186,186,em,s_em_186p.wav,s_em_lc_186tw,0.886162624543655,s_em_186p.wav,s_em_lc_186tw_6.wav,Stimuli/s_em_186p.wav,Stimuli/s_em_lc_186tw_6.wav,0.5499545170706952
Der Plan hat Hand und ,Fuß ,46,,1,46,6,8,1.0,0.0,el,133,133,el,s_el_133p.wav,s_el_133tw,0.014170724707247784,s_el_133p.wav,s_el_133tw_12.wav,Stimuli/s_el_133p.wav,Stimuli/s_el_133tw_12.wav,0.5515533942268945
Der Klempner reinigte das verstopfte,rohr,63,4.0,5,75,6,6,0.84,0.6314857694675223,el,125,125,el,s_el_125p.wav,s_el_125tw,0.7158003800064934,s_el_125p.wav,s_el_125tw_6.wav,Stimuli/s_el_125p.wav,Stimuli/s_el_125tw_6.wav,0.5700868260652981
Die Hauptfigur in dem Kinderbuch war ein,bär,7,1.0,34,64,8,160,0.109375,3.263800436692345,eh,184,184,eh,s_eh_184p.wav,s_eh_184tw,0.9014518315105075,s_eh_184p.wav,s_eh_184tw_6.wav,Stimuli/s_eh_184p.wav,Stimuli/s_eh_184tw_6.wav,0.5789951940715933
Ingrid liest bei Romanen immer zuerst die letzte,seite,73,1.0,2,75,9,15,0.9733333333333334,0.1229569993369445,el,334,334,el,s_el_334p.wav,s_el_334tw,0.4188518772270554,s_el_334p.wav,s_el_334tw_1.wav,Stimuli/s_el_334p.wav,Stimuli/s_el_334tw_1.wav,0.5790118970090871
Beim Skifahren brach sich Jörg das ,Bein ,40,,4,44,7,2,0.9090909090909091,0.3991561674255942,el,54,54,el,s_el_054p.wav,s_el_054tw,0.2542448182581831,s_el_054p.wav,s_el_054tw_1.wav,Stimuli/s_el_054p.wav,Stimuli/s_el_054tw_1.wav,0.5844547697727096
Der Sicherheitsbeauftragte entdeckte große Mängel bei den,türen,4,45.0,49,67,8,133,0.05970149253731343,3.759634711966251,eh,139,139,eh,s_eh_139p.wav,s_eh_139tw,0.8618390865687711,s_eh_139p.wav,s_eh_139tw_6.wav,Stimuli/s_eh_139p.wav,Stimuli/s_eh_139tw_6.wav,0.5855436773940838
Mit voller Wucht traf die Abrissbirne das,regal,1,7.0,7,67,8,303,0.01492537313432836,1.028217954901457,em_lc,359,359,em,s_em_359p.wav,s_em_lc_359tw,0.8045725891661458,s_em_359p.wav,s_em_lc_359tw_6.wav,Stimuli/s_em_359p.wav,Stimuli/s_em_lc_359tw_6.wav,0.585894940269558
Das feuchte Handtuch hängt an dem,ofen,1,8.0,14,66,7,68,0.01515151515151515,1.57162213231933,em_lc,68,68,em,s_em_068p.wav,s_em_lc_068tw,0.42859490435583614,s_em_068p.wav,s_em_lc_068tw_1.wav,Stimuli/s_em_068p.wav,Stimuli/s_em_lc_068tw_1.wav,0.5866153114323519
Der Baum im Herbst hat bunte,schleifen,0,1.0,1,66,7,89,0.0,0.0,el_mm,91,91,el,s_el_091p.wav,s_el_mm_091tw,0.20329513743583594,s_el_091p.wav,s_el_mm_091tw_12.wav,Stimuli/s_el_091p.wav,Stimuli/s_el_mm_091tw_12.wav,0.5890557448934023
Zum Angeln spießte sie den Wurm auf den,haken,64,3.0,6,76,9,25,0.8421052631578947,0.6436950374390724,el,437,437,el,s_el_437p.wav,s_el_437tw,0.682030314093509,s_el_437p.wav,s_el_437tw_3.wav,Stimuli/s_el_437p.wav,Stimuli/s_el_437tw_3.wav,0.5978733158390205
Für ihren runden Geburtstag bestellt Johanna in der Konditorei eine,glocke,0,3.0,3,76,11,10,0.0,0.1399331179559552,el_mm,237,237,el,s_el_237p.wav,s_el_mm_237tw,0.5351537344631945,s_el_237p.wav,s_el_mm_237tw_3.wav,Stimuli/s_el_237p.wav,Stimuli/s_el_mm_237tw_3.wav,0.6110490020692484
Die Kinder spielen mit einem Ball im,dreieck,1,2.0,18,68,8,170,0.01470588235294118,2.003541273584357,em_lc,197,197,em,s_em_197p.wav,s_em_lc_197tw,0.8456676015678495,s_em_197p.wav,s_em_lc_197tw_6.wav,Stimuli/s_em_197p.wav,Stimuli/s_em_lc_197tw_6.wav,0.6110548018578404
Lars schlug sein Pferd mit einer ,Peitsche ,40,,3,44,7,26,0.9090909090909091,0.3557574741327661,el,344,344,el,s_el_344p.wav,s_el_344tw,0.16121714691176714,s_el_344p.wav,s_el_344tw_12.wav,Stimuli/s_el_344p.wav,Stimuli/s_el_344tw_12.wav,0.6244144393460339
Im Sandkasten spielen die Kinder mit Schaufel und,gabel,1,5.0,10,68,9,236,0.01470588235294118,1.334344616596775,em_lc,283,283,em,s_em_283p.wav,s_em_lc_283tw,0.26078138496125214,s_em_283p.wav,s_em_lc_283tw_12.wav,Stimuli/s_em_283p.wav,Stimuli/s_em_lc_283tw_12.wav,0.6287676443783132
Heute gab es zu den Kartoffeln nur,quark,13,15.0,23,64,8,205,0.203125,2.730844774839591,eh,244,244,eh,s_eh_244p.wav,s_eh_244tw,0.7166980166784818,s_eh_244p.wav,s_eh_244tw_3.wav,Stimuli/s_eh_244p.wav,Stimuli/s_eh_244tw_3.wav,0.636953109715288
Im Zoo füttern die Tierpfleger die hungrigen,löwen,30,7.0,14,68,8,244,0.4411764705882353,1.82565995798843,em_hc,293,293,em,s_em_293p.wav,s_em_hc_293tw,0.718783214233792,s_em_293p.wav,s_em_hc_293tw_3.wav,Stimuli/s_em_293p.wav,Stimuli/s_em_hc_293tw_3.wav,0.6461442940508263
Der Italiener von nebenan serviert die beste,wurst,1,6.0,6,65,8,111,0.01538461538461539,0.8751472512151466,em_lc,117,117,em,s_em_117p.wav,s_em_lc_117tw,0.7704636709116641,s_em_117p.wav,s_em_lc_117tw_6.wav,Stimuli/s_em_117p.wav,Stimuli/s_em_lc_117tw_6.wav,0.6487966036940785
Am liebsten liest sie Fantasy-Romane über,drachen,13,3.0,28,66,7,8,0.196969696969697,2.933257173160831,eh,9,9,eh,s_eh_009p.wav,s_eh_009tw,0.7266040754630844,s_eh_009p.wav,s_eh_009tw_3.wav,Stimuli/s_eh_009p.wav,Stimuli/s_eh_009tw_3.wav,0.6555907834348284
Auf dem Oktoberfest trinken die Menschen viel,bier,64,2.0,2,66,8,21,0.9696969696969697,0.1357939587515939,el,17,17,el,s_el_017p.wav,s_el_017tw,0.9465771295961116,s_el_017p.wav,s_el_017tw_6.wav,Stimuli/s_el_017p.wav,Stimuli/s_el_017tw_6.wav,0.6667083155304843
Der See ist ein beliebter Ort zum,angeln,1,1.0,13,68,8,132,0.01470588235294118,1.717522048202358,em_lc,137,137,em,s_em_137p.wav,s_em_lc_137tw,0.16001055611537285,s_em_137p.wav,s_em_lc_137tw_12.wav,Stimuli/s_em_137p.wav,Stimuli/s_em_lc_137tw_12.wav,0.670859775807304
In der Jugendherberge übernachten viele,frauen,1,2.0,12,67,6,257,0.01492537313432836,1.764350618439406,em_lc,311,311,em,s_em_311p.wav,s_em_lc_311tw,0.20680023000236314,s_em_311p.wav,s_em_lc_311tw_12.wav,Stimuli/s_em_311p.wav,Stimuli/s_em_lc_311tw_12.wav,0.6724457594119524
Die Unfallursache war wie häufig eine zu hohe ,Leitfähigkeit,0,,2,52,9,16,0.0,0.09503011725564635,el_mm,215,215,el,s_el_215p.wav,s_el_mm_215tw,0.9003816854816602,s_el_215p.wav,s_el_mm_215tw_6.wav,Stimuli/s_el_215p.wav,Stimuli/s_el_mm_215tw_6.wav,0.673985402444564
Die Wahrsagerin prophezeit ihrem Kunden eine erfolgreiche,zukunft,45,10.0,10,67,8,187,0.6716417910447762,1.153729504418955,em_hc,217,217,em,s_em_217p.wav,s_em_hc_217tw,0.3878481059359522,s_em_217p.wav,s_em_hc_217tw_1.wav,Stimuli/s_em_217p.wav,Stimuli/s_em_hc_217tw_1.wav,0.6762049158699639
Der Streit zwischen den Nachbarn entstand wegen einer,kleinigkeit,14,14.0,27,68,9,137,0.2058823529411765,2.741549785523619,eh,144,144,eh,s_eh_144p.wav,s_eh_144tw,0.18698409153627138,s_eh_144p.wav,s_eh_144tw_12.wav,Stimuli/s_eh_144p.wav,Stimuli/s_eh_144tw_12.wav,0.6781513066957346
Seit einer Stunde sitze ich im Wartezimmer beim,papst,0,1.0,7,67,9,325,0.0,0.606918409597356,el_mm,394,394,el,s_el_394p.wav,s_el_mm_394tw,0.6393380845471063,s_el_394p.wav,s_el_mm_394tw_3.wav,Stimuli/s_el_394p.wav,Stimuli/s_el_mm_394tw_3.wav,0.6812867312465235
Der frühe Vogel fängt den,luchs,0,1.0,1,66,6,100,0.0,0.0,el_mm,109,109,el,s_el_109p.wav,s_el_mm_109tw,0.19754314415355312,s_el_109p.wav,s_el_mm_109tw_12.wav,Stimuli/s_el_109p.wav,Stimuli/s_el_mm_109tw_12.wav,0.6860222805560413
Ihr Kleid war aus reiner ,Seide,42,,2,44,6,22,0.9545454545454546,0.1849073991677757,el,261,261,el,s_el_261p.wav,s_el_261tw,0.8937010653434926,s_el_261p.wav,s_el_261tw_6.wav,Stimuli/s_el_261p.wav,Stimuli/s_el_261tw_6.wav,0.6932153478881301
Auf der Ladefläche des Transporters befand sich eine,kiste,14,10.0,35,68,9,32,0.2058823529411765,3.189191245204432,eh,27,27,eh,s_eh_027p.wav,s_eh_027tw,0.6681154522385434,s_eh_027p.wav,s_eh_027tw_3.wav,Stimuli/s_eh_027p.wav,Stimuli/s_eh_027tw_3.wav,0.6954659659883805
Im Kofferraum versteckte der Ganove die,beute,21,1.0,11,66,7,231,0.3181818181818182,1.898842826726524,em_hc,279,279,em,s_em_279p.wav,s_em_hc_279tw,0.24940072191788598,s_em_279p.wav,s_em_hc_279tw_1.wav,Stimuli/s_em_279p.wav,Stimuli/s_em_hc_279tw_1.wav,0.6971845227960315
Im Hochsommer erntet der Imker den heimischen,spargel,0,1.0,2,73,8,11,0.0,0.07237778951611745,el_mm,273,273,el,s_el_273p.wav,s_el_mm_273tw,0.9274142718400543,s_el_273p.wav,s_el_mm_273tw_6.wav,Stimuli/s_el_273p.wav,Stimuli/s_el_mm_273tw_6.wav,0.6989165362764709
Der Investmentbänker verliert sein ganzes Geld an der,börse,64,1.0,3,67,9,110,0.9552238805970149,0.2113372209411319,el,115,115,el,s_el_115p.wav,s_el_115tw,0.8900971210942344,s_el_115p.wav,s_el_115tw_6.wav,Stimuli/s_el_115p.wav,Stimuli/s_el_115tw_6.wav,0.7010866972161909
Nach einer Schreibblockade vollendete der Autor seinen,roman,44,7.0,9,67,8,317,0.6567164179104478,1.286343381457442,em_hc,377,377,em,s_em_377p.wav,s_em_hc_377tw,0.46985622526568915,s_em_377p.wav,s_em_hc_377tw_3.wav,Stimuli/s_em_377p.wav,Stimuli/s_em_hc_377tw_3.wav,0.702526807934423
