Sentence,Target_word,WordPredictions,wn,nwords,nprt,nw,sn,cloze,entropy,condition,sn_rand,sn_0,Prior,Sentences,Target_word.1,randomization,Web_Audio,Single_word,sentence,word,randomize_4
In dem Gruselkabinett gibt es viele,geister,27,4.0,14,66,7,247,0.4090909090909091,1.983270700212413,em_hc,300,300,em,s_em_300p.wav,s_em_hc_300tw,0.4424074227207878,s_em_300p.wav,s_em_hc_300tw_1.wav,Stimuli/s_em_300p.wav,Stimuli/s_em_hc_300tw_1.wav,0.30138681695425407
Ihre Arbeit machte ihr ,Spaß,45,,2,52,5,23,0.8653846153846154,0.3950671208304354,el,263,263,el,s_el_263p.wav,s_el_263tw,0.23617446580596624,s_el_263p.wav,s_el_263tw_1.wav,Stimuli/s_el_263p.wav,Stimuli/s_el_263tw_1.wav,0.3040279774931939
Das Cappie schützt die Augen vor der,kreide,0,2.0,3,65,8,65,0.0,0.2657850763483092,el_mm,64,64,el,s_el_064p.wav,s_el_mm_064tw,0.5184143956598126,s_el_064p.wav,s_el_mm_064tw_3.wav,Stimuli/s_el_064p.wav,Stimuli/s_el_mm_064tw_3.wav,0.30405412765862383
Liebe geht durch den,magen,66,2.0,3,68,5,288,0.9705882352941176,0.1530781026210465,el,346,346,el,s_el_346p.wav,s_el_346tw,0.04238845748655151,s_el_346p.wav,s_el_346tw_12.wav,Stimuli/s_el_346p.wav,Stimuli/s_el_346tw_12.wav,0.3052180212380621
Die lange steile Treppe führt zum,dachboden,17,8.0,29,66,7,174,0.2575757575757576,2.864106074772728,eh,203,203,eh,s_eh_203p.wav,s_eh_203tw,0.1907437186232982,s_eh_203p.wav,s_eh_203tw_12.wav,Stimuli/s_eh_203p.wav,Stimuli/s_eh_203tw_12.wav,0.31670767486106033
Während einer Verfolgungsjagd floh der Verdächtige mit einem,auto,34,1.0,21,68,9,346,0.5,2.093346238520834,em_hc,424,424,em,s_em_424p.wav,s_em_hc_424tw,0.4382262077081055,s_em_424p.wav,s_em_hc_424tw_1.wav,Stimuli/s_em_424p.wav,Stimuli/s_em_hc_424tw_1.wav,0.31710101967432724
Beim Wandern finden sie auf dem Weg eine,schlange,9,31.0,37,67,9,63,0.1343283582089552,3.317582105071487,eh,58,58,eh,s_eh_058p.wav,s_eh_058tw,0.18664281667961202,s_eh_058p.wav,s_eh_058tw_12.wav,Stimuli/s_eh_058p.wav,Stimuli/s_eh_058tw_12.wav,0.3376564087130378
Der Verdächtige fällt besonders auf durch seinen,bart,13,4.0,20,62,8,138,0.2096774193548387,2.58873142166001,eh,147,147,eh,s_eh_147p.wav,s_eh_147tw,0.1496143664546571,s_eh_147p.wav,s_eh_147tw_12.wav,Stimuli/s_eh_147p.wav,Stimuli/s_eh_147tw_12.wav,0.3507638476643078
Bei Nacht spendet die Straßenlaterne helles,licht,68,1.0,1,68,7,53,1.0,0.0,el,48,48,el,s_el_048p.wav,s_el_048tw,0.8092666285259611,s_el_048p.wav,s_el_048tw_6.wav,Stimuli/s_el_048p.wav,Stimuli/s_el_048tw_6.wav,0.35778014205783437
Beim Kuchenbacken vergaß meine Mutter tatsächlich das,mehl,41,4.0,5,67,8,58,0.6119402985074627,1.136943230709728,em_hc,52,52,em,s_em_052p.wav,s_em_hc_052tw,0.217914874814782,s_em_052p.wav,s_em_hc_052tw_1.wav,Stimuli/s_em_052p.wav,Stimuli/s_em_hc_052tw_1.wav,0.3580021846061422
Berlin ist eine laute,Stadt,44,,1,44,5,3,1.0,0.0,el,59,59,el,s_el_059p.wav,s_el_059tw,0.381432986520442,s_el_059p.wav,s_el_059tw_1.wav,Stimuli/s_el_059p.wav,Stimuli/s_el_059tw_1.wav,0.3607139349044074
Heimlich stahl das kleine Mädchen aus der Handtasche der Mutter eine,münze,21,18.0,32,68,12,204,0.3088235294117647,2.797303443675204,eh,242,242,eh,s_eh_242p.wav,s_eh_242tw,0.8066622004344391,s_eh_242p.wav,s_eh_242tw_3.wav,Stimuli/s_eh_242p.wav,Stimuli/s_eh_242tw_3.wav,0.36381429457197445
Die Feuerwehrleute retten die Menschen aus einem brennenden,busch,0,5.0,6,67,9,156,0.0,0.5695749451542076,el_mm,181,181,el,s_el_181p.wav,s_el_mm_181tw,0.11287395025554825,s_el_181p.wav,s_el_mm_181tw_12.wav,Stimuli/s_el_181p.wav,Stimuli/s_el_mm_181tw_12.wav,0.3639953946506055
Die Spaziergänger verirrten sich im,klo,0,8.0,8,68,6,182,0.0,0.6746419396441673,el_mm,211,211,el,s_el_211p.wav,s_el_mm_211tw,0.7503354468524239,s_el_211p.wav,s_el_mm_211tw_6.wav,Stimuli/s_el_211p.wav,Stimuli/s_el_mm_211tw_6.wav,0.36536120824285934
Zur Bekräftigung des Friedens rauchten die Indianer eine,Feige,0,,2,44,9,37,0.0,0.4741393130578374,el_mm,439,439,el,s_el_439p.wav,s_el_mm_439tw,0.2530658462952279,s_el_439p.wav,s_el_mm_439tw_1.wav,Stimuli/s_el_439p.wav,Stimuli/s_el_mm_439tw_1.wav,0.3679932894432486
Die DDR baute 1961 in Berlin die,Fabrik,0,,1,44,8,14,0.0,0.0,el_mm,174,174,el,s_el_174p.wav,s_el_mm_174tw,0.36828530754232647,s_el_174p.wav,s_el_mm_174tw_1.wav,Stimuli/s_el_174p.wav,Stimuli/s_el_mm_174tw_1.wav,0.3702232157077834
Ich suche meine Schlüssel in der,tasche,39,9.0,10,66,7,213,0.5909090909090909,1.436287342372337,em_hc,253,253,em,s_em_253p.wav,s_em_hc_253tw,0.4587709865755072,s_em_253p.wav,s_em_hc_253tw_3.wav,Stimuli/s_em_253p.wav,Stimuli/s_em_hc_253tw_3.wav,0.3717340051484147
An Weihnachten schmückte die ganze Familie den Baum mit,kugeln,39,7.0,13,65,10,16,0.6,1.453515468666839,em_hc,11,11,em,s_em_011p.wav,s_em_hc_011tw,0.13933656102152936,s_em_011p.wav,s_em_hc_011tw_12.wav,Stimuli/s_em_011p.wav,Stimuli/s_em_hc_011tw_12.wav,0.37228445308721236
Die Bewohner bemerkten den Einbruch erst am nächsten ,Wall,0,,2,44,9,13,0.0,0.6416366319605135,el_mm,170,170,el,s_el_170p.wav,s_el_mm_170tw,0.6964467450370888,s_el_170p.wav,s_el_mm_170tw_6.wav,Stimuli/s_el_170p.wav,Stimuli/s_el_mm_170tw_6.wav,0.3724640702072517
Der Park in der Nähe hat einen großen,see,28,7.0,9,67,9,126,0.417910447761194,1.562915661507047,em_hc,130,130,em,s_em_130p.wav,s_em_hc_130tw,0.1615924175530501,s_em_130p.wav,s_em_hc_130tw_12.wav,Stimuli/s_em_130p.wav,Stimuli/s_em_hc_130tw_12.wav,0.37299698423854855
Das Haus am Ende der Straße hat neue,fenster,35,4.0,14,60,9,71,0.5833333333333334,1.631634333499502,em_hc,72,72,em,s_em_072p.wav,s_em_hc_072tw,0.5457022553618591,s_em_072p.wav,s_em_hc_072tw_3.wav,Stimuli/s_em_072p.wav,Stimuli/s_em_hc_072tw_3.wav,0.37346547378167816
Über das Feld rennt ein,soldat,1,14.0,16,68,6,337,0.01470588235294118,1.879718879418303,em_lc,408,408,em,s_em_408p.wav,s_em_lc_408tw,0.660013385691329,s_em_408p.wav,s_em_lc_408tw_3.wav,Stimuli/s_em_408p.wav,Stimuli/s_em_lc_408tw_3.wav,0.3761262959744578
Auf dem Zeltboden krabbelt eine,wanze,2,5.0,5,67,6,27,0.02985074626865672,0.8825154384639423,em_lc,23,23,em,s_em_023p.wav,s_em_lc_023tw,0.661228382560545,s_em_023p.wav,s_em_lc_023tw_3.wav,Stimuli/s_em_023p.wav,Stimuli/s_em_lc_023tw_3.wav,0.3805016265143548
Die alte Straßenbahn rattert auf den,schienen,45,4.0,5,68,7,150,0.6617647058823529,0.8572952492210091,em_hc,166,166,em,s_em_166p.wav,s_em_hc_166tw,0.20258200438454133,s_em_166p.wav,s_em_hc_166tw_12.wav,Stimuli/s_em_166p.wav,Stimuli/s_em_hc_166tw_12.wav,0.3936320567072522
Der Apfelkuchen war von ausgezeichnetem ,Geschmack ,37,,5,41,6,4,0.9024390243902439,0.4549388284643979,el,86,86,el,s_el_086p.wav,s_el_086tw,0.24571984901480926,s_el_086p.wav,s_el_086tw_1.wav,Stimuli/s_el_086p.wav,Stimuli/s_el_086tw_1.wav,0.40355547622489196
Nach dem Essen spülten sie das ,Geschirr,44,,1,44,7,29,1.0,0.0,el,365,365,el,s_el_365p.wav,s_el_365tw,0.1643771849661967,s_el_365p.wav,s_el_365tw_12.wav,Stimuli/s_el_365p.wav,Stimuli/s_el_365tw_12.wav,0.4046611403548501
Der junge Mann trägt die Last auf seinen,nägeln,0,2.0,2,66,9,113,0.0,0.2286318735828613,el_mm,120,120,el,s_el_120p.wav,s_el_mm_120tw,0.802588726887189,s_el_120p.wav,s_el_mm_120tw_6.wav,Stimuli/s_el_120p.wav,Stimuli/s_el_mm_120tw_6.wav,0.40617965530278477
Der Arzt bemühte sich sehr um seinen ,Schnellkochtopf,0,,3,47,8,5,0.0,0.2054707498023056,el_mm,88,88,el,s_el_088p.wav,s_el_mm_088tw,0.4404219066939965,s_el_088p.wav,s_el_mm_088tw_1.wav,Stimuli/s_el_088p.wav,Stimuli/s_el_mm_088tw_1.wav,0.4064578618256567
Wir treffen uns heute Nachmittag im,foyer,1,4.0,12,68,7,352,0.01470588235294118,1.773827066734801,em_lc,429,429,em,s_em_429p.wav,s_em_lc_429tw,0.42034495452822573,s_em_429p.wav,s_em_lc_429tw_1.wav,Stimuli/s_em_429p.wav,Stimuli/s_em_lc_429tw_1.wav,0.4123610611805517
Öffne die Tür nur einen ,Meter,0,,2,45,6,31,0.0,0.10656595882802,el_mm,387,387,el,s_el_387p.wav,s_el_mm_387tw,0.6155222458780445,s_el_387p.wav,s_el_mm_387tw_3.wav,Stimuli/s_el_387p.wav,Stimuli/s_el_mm_387tw_3.wav,0.4242554463988486
Der Fuchs lauerte hinter einem,garten,1,7.0,19,68,6,101,0.01470588235294118,2.02122000819814,em_lc,111,111,em,s_em_111p.wav,s_em_lc_111tw,0.25301010180860994,s_em_111p.wav,s_em_lc_111tw_12.wav,Stimuli/s_em_111p.wav,Stimuli/s_em_lc_111tw_12.wav,0.4253057147386494
Die Enten schwammen auf dem ,Teich ,24,,2,44,6,15,0.5454545454545454,0.6890092384766586,el,179,179,el,s_el_179p.wav,s_el_179tw,0.236623657030963,s_el_179p.wav,s_el_179tw_1.wav,Stimuli/s_el_179p.wav,Stimuli/s_el_179tw_1.wav,0.43230112762193995
Beim Kochen schnitt sich Onur in den,finger,61,3.0,5,68,8,57,0.8970588235294118,0.4629571619158683,el,50,50,el,s_el_050p.wav,s_el_050tw,0.9844461188451467,s_el_050p.wav,s_el_050tw_6.wav,Stimuli/s_el_050p.wav,Stimuli/s_el_050tw_6.wav,0.43387388671054294
In der Menschenmenge erkannte mich meine,chefin,1,1.0,16,67,7,260,0.01492537313432836,1.958237694603065,em_lc,313,313,em,s_em_313p.wav,s_em_lc_313tw,0.7546819605470017,s_em_313p.wav,s_em_lc_313tw_6.wav,Stimuli/s_em_313p.wav,Stimuli/s_em_lc_313tw_6.wav,0.43392292531529353
Die Maus knabberte an einem Stück,käse,62,2.0,5,66,7,176,0.9393939393939394,0.3126497136507334,el,204,204,el,s_el_204p.wav,s_el_204tw,0.5130255790747947,s_el_204p.wav,s_el_204tw_3.wav,Stimuli/s_el_204p.wav,Stimuli/s_el_204tw_3.wav,0.43648987089973523
Die Polizistin verhaftete den Verdächtigen auf der,parkbank,1,5.0,10,67,8,179,0.01492537313432836,1.20362162610754,em_lc,207,207,em,s_em_207p.wav,s_em_lc_207tw,0.5857450488035112,s_em_207p.wav,s_em_lc_207tw_3.wav,Stimuli/s_em_207p.wav,Stimuli/s_em_lc_207tw_3.wav,0.4393622554020187
In seiner Werkstatt fertigt der Schmied ein eisernes,schwert,27,9.0,11,66,9,281,0.4090909090909091,1.730942683413564,em_hc,332,332,em,s_em_332p.wav,s_em_hc_332tw,0.6014637546534963,s_em_332p.wav,s_em_hc_332tw_3.wav,Stimuli/s_em_332p.wav,Stimuli/s_em_hc_332tw_3.wav,0.4463154116933409
Nach dem Essen bezahlte er die ,zweige,0,,4,43,7,28,0.0,0.4821102833251335,el_mm,363,363,el,s_el_363p.wav,s_el_mm_363tw,0.258799357528518,s_el_363p.wav,s_el_mm_363tw_1.wav,Stimuli/s_el_363p.wav,Stimuli/s_el_mm_363tw_1.wav,0.44807742075573354
Ganz hinten unter der Decke liegt ein,kissen,15,13.0,29,68,8,200,0.2205882352941176,2.865993411786329,eh,239,239,eh,s_eh_239p.wav,s_eh_239tw,0.3961614839303652,s_eh_239p.wav,s_eh_239tw_1.wav,Stimuli/s_eh_239p.wav,Stimuli/s_eh_239tw_1.wav,0.4510571841315004
In einer Seeschlacht erbeuteten die Piraten viele,schätze,36,16.0,22,68,8,272,0.5294117647058824,2.045913173382595,em_hc,323,323,em,s_em_323p.wav,s_em_hc_323tw,0.7762756566397202,s_em_323p.wav,s_em_hc_323tw_6.wav,Stimuli/s_em_323p.wav,Stimuli/s_em_hc_323tw_6.wav,0.4511742556452032
