Sentence,Target_word,WordPredictions,wn,nwords,nprt,nw,sn,cloze,entropy,condition,sn_rand,sn_0,Prior,Sentences,Target_word.1,randomization,Web_Audio,Single_word,sentence,word,randomize_4
Trotz der Turbulenzen bringt der Pilot das Flugzeug sicher nach,hause,30,6.0,15,66,11,336,0.4545454545454545,1.625007325237624,em_hc,406,406,em,s_em_406p.wav,s_em_hc_406tw,0.25744945353118476,s_em_406p.wav,s_em_hc_406tw_1.wav,Stimuli/s_em_406p.wav,Stimuli/s_em_hc_406tw_1.wav,0.07887848265488084
Der Vogel im Baum singt ein schönes,lied,64,2.0,4,67,8,140,0.9552238805970149,0.2320281815548616,el,148,148,el,s_el_148p.wav,s_el_148tw,0.4120990123491147,s_el_148p.wav,s_el_148tw_1.wav,Stimuli/s_el_148p.wav,Stimuli/s_el_148tw_1.wav,0.08500147340175179
Wir planen am Wochenende einen,umtrunk,1,9.0,10,65,6,351,0.01538461538461539,0.9442858669382372,em_lc,427,427,em,s_em_427p.wav,s_em_lc_427tw,0.5002182232631666,s_em_427p.wav,s_em_lc_427tw_1.wav,Stimuli/s_em_427p.wav,Stimuli/s_em_lc_427tw_1.wav,0.10072400119043967
Der Skilift schaukelte bedenklich im,wind,64,7.0,7,76,6,7,0.8421052631578947,0.6688205967138676,el,140,140,el,s_el_140p.wav,s_el_140tw,0.6027014202021338,s_el_140p.wav,s_el_140tw_3.wav,Stimuli/s_el_140p.wav,Stimuli/s_el_140tw_3.wav,0.10162881368809829
Ich verbringe meine Ferien gerne am,weiher,1,6.0,6,67,7,215,0.01492537313432836,1.176330126649963,em_lc,257,257,em,s_em_257p.wav,s_em_lc_257tw,0.8660476038228997,s_em_257p.wav,s_em_lc_257tw_6.wav,Stimuli/s_em_257p.wav,Stimuli/s_em_lc_257tw_6.wav,0.10958190137210322
In den Bergen übernachten die Gäste in einer gemütlichen,hütte,50,3.0,9,66,10,250,0.7575757575757576,1.015956349865725,em_hc,304,304,em,s_em_304p.wav,s_em_hc_304tw,0.7415174822899899,s_em_304p.wav,s_em_hc_304tw_3.wav,Stimuli/s_em_304p.wav,Stimuli/s_em_hc_304tw_3.wav,0.11189788765734987
Bei einem Strandspaziergang entdeckten sie am Ufer einen,wal,11,31.0,31,67,9,52,0.1641791044776119,3.090458647716546,eh,47,47,eh,s_eh_047p.wav,s_eh_047tw,0.24302030758567839,s_eh_047p.wav,s_eh_047tw_1.wav,Stimuli/s_eh_047p.wav,Stimuli/s_eh_047tw_1.wav,0.12086771514922767
Im Streichelzoo gibt es freche,igel,1,5.0,11,65,6,238,0.01538461538461539,1.435100283600329,em_lc,285,285,em,s_em_285p.wav,s_em_lc_285tw,0.683430947346689,s_em_285p.wav,s_em_lc_285tw_3.wav,Stimuli/s_em_285p.wav,Stimuli/s_em_lc_285tw_3.wav,0.12877425681184052
Der Bieber baut seinen Damm aus vielen,ästen,31,1.0,10,67,8,90,0.4626865671641791,1.675670624096552,em_hc,93,93,em,s_em_093p.wav,s_em_hc_093tw,0.6619855263831322,s_em_093p.wav,s_em_hc_093tw_3.wav,Stimuli/s_em_093p.wav,Stimuli/s_em_hc_093tw_3.wav,0.12974646275859103
Er sah Licht am Ende des,Tunnels,42,,5,47,7,18,0.8936170212765957,0.4806067861989658,el,224,224,el,s_el_224p.wav,s_el_224tw,0.1701242109524127,s_el_224p.wav,s_el_224tw_12.wav,Stimuli/s_el_224p.wav,Stimuli/s_el_224tw_12.wav,0.1330186675626055
Der Fahrer fährt die Staatsgäste sicher durch die,nacht,1,11.0,16,68,9,95,0.01470588235294118,1.543851091202297,em_lc,100,100,em,s_em_100p.wav,s_em_lc_100tw,0.17775205616296963,s_em_100p.wav,s_em_lc_100tw_12.wav,Stimuli/s_em_100p.wav,Stimuli/s_em_lc_100tw_12.wav,0.13372415935577087
In der Schwangerschaft aß sie besonders gerne,gurken,16,14.0,30,67,8,266,0.2388059701492537,2.82580342359955,eh,319,319,eh,s_eh_319p.wav,s_eh_319tw,0.35048863599372093,s_eh_319p.wav,s_eh_319tw_1.wav,Stimuli/s_eh_319p.wav,Stimuli/s_eh_319tw_1.wav,0.14106029259375252
Er spaltete das Holz mit einer großen ,Axt,43,,1,43,8,19,1.0,0.0,el,227,227,el,s_el_227p.wav,s_el_227tw,0.36679541596615695,s_el_227p.wav,s_el_227tw_1.wav,Stimuli/s_el_227p.wav,Stimuli/s_el_227tw_1.wav,0.14507128180995366
Im Kindergarten bekamen die meisten Kinder in dieser Woche,läuse,5,20.0,38,67,10,229,0.07462686567164178,3.440694712499508,eh,278,278,eh,s_eh_278p.wav,s_eh_278tw,0.17720213244222383,s_eh_278p.wav,s_eh_278tw_12.wav,Stimuli/s_eh_278p.wav,Stimuli/s_eh_278tw_12.wav,0.14943981733429945
Ihr Großvater vererbte ihr seine wertvolle,uhr,36,11.0,12,68,7,216,0.5294117647058824,1.584654678190337,em_hc,259,259,em,s_em_259p.wav,s_em_hc_259tw,0.3292269223750456,s_em_259p.wav,s_em_hc_259tw_1.wav,Stimuli/s_em_259p.wav,Stimuli/s_em_hc_259tw_1.wav,0.15027455969272807
Der warme Sandstrand kitzelt unter den,füßen,57,1.0,6,68,7,141,0.8382352941176471,0.6877726640818627,el,150,150,el,s_el_150p.wav,s_el_150tw,0.28929383993721314,s_el_150p.wav,s_el_150tw_1.wav,Stimuli/s_el_150p.wav,Stimuli/s_el_150tw_1.wav,0.15336233681916145
"Es gibt kein schlechtes Wetter, nur schlechte",kleidung,55,3.0,7,76,8,9,0.7236842105263158,0.9080660175937085,em_hc,229,229,em,s_em_229p.wav,s_em_hc_229tw,0.7940231140639905,s_em_229p.wav,s_em_hc_229tw_6.wav,Stimuli/s_em_229p.wav,Stimuli/s_em_hc_229tw_6.wav,0.159364895956426
Im Aquarium gibt es neben Fischen auch,pflanzen,11,12.0,24,65,8,220,0.1692307692307692,2.792576662047787,eh,267,267,eh,s_eh_267p.wav,s_eh_267tw,0.40071945673218634,s_eh_267p.wav,s_eh_267tw_1.wav,Stimuli/s_eh_267p.wav,Stimuli/s_eh_267tw_1.wav,0.16207753978355843
Inspiriert von ihrem neuen Buch begann sie mit dem,häkeln,1,3.0,18,68,10,282,0.01470588235294118,1.93318409911823,em_lc,336,336,em,s_em_336p.wav,s_em_lc_336tw,0.5518611319567187,s_em_336p.wav,s_em_lc_336tw_1.wav,Stimuli/s_em_336p.wav,Stimuli/s_em_lc_336tw_1.wav,0.16327914132487076
Das Wachs tropft von der brennenden,kerze,75,2.0,2,76,7,4,0.9868421052631579,0.07005428087549845,el,81,81,el,s_el_081p.wav,s_el_081tw,0.5294127963751175,s_el_081p.wav,s_el_081tw_3.wav,Stimuli/s_el_081p.wav,Stimuli/s_el_081tw_3.wav,0.17849774326317092
Mit dem 3-D Drucker fertigt Marius eine,skulptur,9,28.0,35,65,8,299,0.1384615384615385,3.234490724894502,eh,356,356,eh,s_eh_356p.wav,s_eh_356tw,0.9709754135347894,s_eh_356p.wav,s_eh_356tw_6.wav,Stimuli/s_eh_356p.wav,Stimuli/s_eh_356tw_6.wav,0.17938224504569655
Der Feuerlöscher befindet sich neben der,scheune,1,8.0,12,66,7,97,0.01515151515151515,1.18929533037326,em_lc,104,104,em,s_em_104p.wav,s_em_lc_104tw,0.9140912259866952,s_em_104p.wav,s_em_lc_104tw_6.wav,Stimuli/s_em_104p.wav,Stimuli/s_em_lc_104tw_6.wav,0.18377349936238097
Die Hose war zu eng zum,sitzen,16,16.0,20,66,7,162,0.2424242424242424,2.551013677760933,eh,185,185,eh,s_eh_185p.wav,s_eh_185tw,0.4484569386255255,s_eh_185p.wav,s_eh_185tw_1.wav,Stimuli/s_eh_185p.wav,Stimuli/s_eh_185tw_1.wav,0.1838131111150484
Zu ihrem Kleid trug sie passende,krüge,0,4.0,8,67,7,353,0.0,0.6483003308248153,el_mm,431,431,el,s_el_431p.wav,s_el_mm_431tw,0.7254879852173614,s_el_431p.wav,s_el_mm_431tw_6.wav,Stimuli/s_el_431p.wav,Stimuli/s_el_mm_431tw_6.wav,0.19583882456685864
In dem Lexikon suchte Andrea nach einem Eintrag über,elefanten,3,16.0,54,68,10,249,0.04411764705882353,3.903314857665273,eh,303,303,eh,s_eh_303p.wav,s_eh_303tw,0.15539341258408412,s_eh_303p.wav,s_eh_303tw_12.wav,Stimuli/s_eh_303p.wav,Stimuli/s_eh_303tw_12.wav,0.19680910464046408
Mein Vater durchsucht den Werkzeugkasten nach einer,zange,28,13.0,13,67,8,293,0.417910447761194,1.699390603716866,em_hc,350,350,em,s_em_350p.wav,s_em_hc_350tw,0.03831541372019687,s_em_350p.wav,s_em_hc_350tw_12.wav,Stimuli/s_em_350p.wav,Stimuli/s_em_hc_350tw_12.wav,0.20164048437297544
Zu Risiken und Nebenwirkungen fragen Sie Ihren Arzt oder,elektriker,0,1.0,2,75,10,24,0.0,0.1229569993369445,el_mm,433,433,el,s_el_433p.wav,s_el_mm_433tw,0.2123657393374141,s_el_433p.wav,s_el_mm_433tw_1.wav,Stimuli/s_el_433p.wav,Stimuli/s_el_mm_433tw_1.wav,0.20424771730967595
Im Labor untersuchten die Wissenschaftler die,proben,15,19.0,31,68,7,233,0.2205882352941176,2.987722069645366,eh,281,281,eh,s_eh_281p.wav,s_eh_281tw,0.7862457145031034,s_eh_281p.wav,s_eh_281tw_3.wav,Stimuli/s_eh_281p.wav,Stimuli/s_eh_281tw_3.wav,0.20623193026907682
Im Supermarkt kaufen wir eine Flasche,öl,1,6.0,15,66,8,240,0.01515151515151515,1.840455000233118,em_lc,289,289,em,s_em_289p.wav,s_em_lc_289tw,0.3922076164480133,s_em_289p.wav,s_em_lc_289tw_12.wav,Stimuli/s_em_289p.wav,Stimuli/s_em_lc_289tw_12.wav,0.21768557775164754
In der Schule lernen die Kinder,lesen,27,5.0,15,68,7,265,0.3970588235294117,1.980447619989706,em_hc,317,317,em,s_em_317p.wav,s_em_hc_317tw,0.7811520583765357,s_em_317p.wav,s_em_hc_317tw_6.wav,Stimuli/s_em_317p.wav,Stimuli/s_em_hc_317tw_6.wav,0.22126344511751617
Ich trinke gerne ein Glas Wein zum,tee,1,11.0,12,68,8,214,0.01470588235294118,1.422135119488624,em_lc,255,255,em,s_em_255p.wav,s_em_lc_255tw,0.9657713918388418,s_em_255p.wav,s_em_lc_255tw_6.wav,Stimuli/s_em_255p.wav,Stimuli/s_em_lc_255tw_6.wav,0.23206778357385505
Die Blumen auf dem Balkon brauchen dringend,kekse,0,3.0,3,68,8,152,0.0,0.2088978977593964,el_mm,172,172,el,s_el_172p.wav,s_el_mm_172tw,0.7258994017648424,s_el_172p.wav,s_el_mm_172tw_6.wav,Stimuli/s_el_172p.wav,Stimuli/s_el_mm_172tw_6.wav,0.23572178942676592
Ich gehe zum Fahrradladen und hole eine,pumpe,34,8.0,13,63,8,209,0.5396825396825397,1.525829170617983,em_hc,249,249,em,s_em_249p.wav,s_em_hc_249tw,0.5190454708276653,s_em_249p.wav,s_em_hc_249tw_3.wav,Stimuli/s_em_249p.wav,Stimuli/s_em_hc_249tw_3.wav,0.2366310598276008
Die Kellnerin serviert den Nachtisch auf dem,tablett,42,6.0,10,65,8,169,0.6461538461538462,1.272459243651833,em_hc,195,195,em,s_em_195p.wav,s_em_hc_195tw,0.015160799109355083,s_em_195p.wav,s_em_hc_195tw_12.wav,Stimuli/s_em_195p.wav,Stimuli/s_em_hc_195tw_12.wav,0.24056130774829965
Auf einer Mission untersuchten die Astronauten die Oberfläche des,raumschiffs,2,7.0,7,67,10,36,0.02985074626865672,1.027560442651357,em_lc,31,31,em,s_em_031p.wav,s_em_lc_031tw,0.5941189850356087,s_em_031p.wav,s_em_lc_031tw_3.wav,Stimuli/s_em_031p.wav,Stimuli/s_em_lc_031tw_3.wav,0.24326190110627954
Im Kasino verlor André sein ganzes,korn,0,2.0,4,76,7,12,0.0,0.5763245794588869,el_mm,276,276,el,s_el_276p.wav,s_el_mm_276tw,0.23753272250445245,s_el_276p.wav,s_el_mm_276tw_1.wav,Stimuli/s_el_276p.wav,Stimuli/s_el_mm_276tw_1.wav,0.24370947793123487
