Sentence,Target_word,WordPredictions,wn,nwords,nprt,nw,sn,cloze,entropy,condition,sn_rand,sn_0,Prior,Sentences,Target_word.1,randomization,Web_Audio,Single_word,sentence,word,randomize_2
Im Hochsommer erntet der Imker den heimischen,spargel,0,1.0,2,73,8,11,0.0,0.07237778951611745,el_mm,273,273,el,s_el_273p.wav,s_el_mm_273tw,0.9274142718400543,s_el_273p.wav,s_el_mm_273tw_1.wav,Stimuli/s_el_273p.wav,Stimuli/s_el_mm_273tw_1.wav,0.1513959618241718
Nach dem Essen bezahlte er die ,zweige,0,,4,43,7,28,0.0,0.4821102833251335,el_mm,363,363,el,s_el_363p.wav,s_el_mm_363tw,0.258799357528518,s_el_363p.wav,s_el_mm_363tw_6.wav,Stimuli/s_el_363p.wav,Stimuli/s_el_mm_363tw_6.wav,0.15144295679368458
Der Park in der Nähe hat einen großen,see,28,7.0,9,67,9,126,0.417910447761194,1.562915661507047,em_hc,130,130,em,s_em_130p.wav,s_em_hc_130tw,0.1615924175530501,s_em_130p.wav,s_em_hc_130tw_3.wav,Stimuli/s_em_130p.wav,Stimuli/s_em_hc_130tw_3.wav,0.15467217440244363
Die alte Straßenbahn rattert auf den,schienen,45,4.0,5,68,7,150,0.6617647058823529,0.8572952492210091,em_hc,166,166,em,s_em_166p.wav,s_em_hc_166tw,0.20258200438454133,s_em_166p.wav,s_em_hc_166tw_3.wav,Stimuli/s_em_166p.wav,Stimuli/s_em_hc_166tw_3.wav,0.16163889039133994
Heimlich stahl das kleine Mädchen aus der Handtasche der Mutter eine,münze,21,18.0,32,68,12,204,0.3088235294117647,2.797303443675204,eh,242,242,eh,s_eh_242p.wav,s_eh_242tw,0.8066622004344391,s_eh_242p.wav,s_eh_242tw_12.wav,Stimuli/s_eh_242p.wav,Stimuli/s_eh_242tw_12.wav,0.17128906211988648
Mit dem 3-D Drucker fertigt Marius eine,skulptur,9,28.0,35,65,8,299,0.1384615384615385,3.234490724894502,eh,356,356,eh,s_eh_356p.wav,s_eh_356tw,0.9709754135347894,s_eh_356p.wav,s_eh_356tw_1.wav,Stimuli/s_eh_356p.wav,Stimuli/s_eh_356tw_1.wav,0.17460782706592903
Ihr Großvater vererbte ihr seine wertvolle,uhr,36,11.0,12,68,7,216,0.5294117647058824,1.584654678190337,em_hc,259,259,em,s_em_259p.wav,s_em_hc_259tw,0.3292269223750456,s_em_259p.wav,s_em_hc_259tw_6.wav,Stimuli/s_em_259p.wav,Stimuli/s_em_hc_259tw_6.wav,0.17549391334259445
Berlin ist eine laute,Stadt,44,,1,44,5,3,1.0,0.0,el,59,59,el,s_el_059p.wav,s_el_059tw,0.381432986520442,s_el_059p.wav,s_el_059tw_6.wav,Stimuli/s_el_059p.wav,Stimuli/s_el_059tw_6.wav,0.1767524750747682
Im Streit zog das Mädchen seiner Freundin an den,knöpfen,0,1.0,3,68,10,239,0.0,0.2994685109533696,el_mm,287,287,el,s_el_287p.wav,s_el_mm_287tw,0.042539697023417866,s_el_287p.wav,s_el_mm_287tw_3.wav,Stimuli/s_el_287p.wav,Stimuli/s_el_mm_287tw_3.wav,0.1806826922295922
Im Gefägnis waren Gitter vor den ,Fenstern,49,,3,52,7,24,0.9423076923076923,0.2572920076479544,el,271,271,el,s_el_271p.wav,s_el_271tw,0.12359201058339353,s_el_271p.wav,s_el_271tw_3.wav,Stimuli/s_el_271p.wav,Stimuli/s_el_271tw_3.wav,0.19896738899801747
Nach dem Essen spülten sie das ,Geschirr,44,,1,44,7,29,1.0,0.0,el,365,365,el,s_el_365p.wav,s_el_365tw,0.1643771849661967,s_el_365p.wav,s_el_365tw_3.wav,Stimuli/s_el_365p.wav,Stimuli/s_el_365tw_3.wav,0.20046301384159415
Öffne die Tür nur einen ,Meter,0,,2,45,6,31,0.0,0.10656595882802,el_mm,387,387,el,s_el_387p.wav,s_el_mm_387tw,0.6155222458780445,s_el_387p.wav,s_el_mm_387tw_12.wav,Stimuli/s_el_387p.wav,Stimuli/s_el_mm_387tw_12.wav,0.20515168244176007
Den Teebeutel übergoß sie mit heißem,sirup,0,2.0,2,76,7,5,0.0,0.07005428087549845,el_mm,84,84,el,s_el_084p.wav,s_el_mm_084tw,0.6060179509527113,s_el_084p.wav,s_el_mm_084tw_12.wav,Stimuli/s_el_084p.wav,Stimuli/s_el_mm_084tw_12.wav,0.20972827934348626
Zur Belohnung gebe ich meinem Hund ein,leckerli,60,2.0,2,61,8,360,0.9836065573770492,0.08364970461058928,el,441,441,el,s_el_441p.wav,s_el_441tw,0.8443069820546513,s_el_441p.wav,s_el_441tw_1.wav,Stimuli/s_el_441p.wav,Stimuli/s_el_441tw_1.wav,0.21598528729915578
Die Katze jagt eine Maus im,schuppen,1,11.0,14,68,7,168,0.01470588235294118,2.060795255120921,em_lc,193,193,em,s_em_193p.wav,s_em_lc_193tw,0.7004281632472326,s_em_193p.wav,s_em_lc_193tw_12.wav,Stimuli/s_em_193p.wav,Stimuli/s_em_lc_193tw_12.wav,0.2173460076059187
Zum Angeln spießte sie den Wurm auf den,haken,64,3.0,6,76,9,25,0.8421052631578947,0.6436950374390724,el,437,437,el,s_el_437p.wav,s_el_437tw,0.682030314093509,s_el_437p.wav,s_el_437tw_12.wav,Stimuli/s_el_437p.wav,Stimuli/s_el_437tw_12.wav,0.21734947503383273
Er spaltete das Holz mit einer großen ,Axt,43,,1,43,8,19,1.0,0.0,el,227,227,el,s_el_227p.wav,s_el_227tw,0.36679541596615695,s_el_227p.wav,s_el_227tw_6.wav,Stimuli/s_el_227p.wav,Stimuli/s_el_227tw_6.wav,0.22112809627779972
Seit einer Stunde sitze ich im Wartezimmer beim,papst,0,1.0,7,67,9,325,0.0,0.606918409597356,el_mm,394,394,el,s_el_394p.wav,s_el_mm_394tw,0.6393380845471063,s_el_394p.wav,s_el_mm_394tw_12.wav,Stimuli/s_el_394p.wav,Stimuli/s_el_mm_394tw_12.wav,0.22422517592164803
Der Fluss durch die Stadt führt direkt zum,meer,31,6.0,16,66,9,99,0.4696969696969697,1.82405282167873,em_hc,107,107,em,s_em_107p.wav,s_em_hc_107tw,0.7969668342373754,s_em_107p.wav,s_em_hc_107tw_1.wav,Stimuli/s_em_107p.wav,Stimuli/s_em_hc_107tw_1.wav,0.23466411078257632
Immer mehr Jugendliche nehmen leichtsinnigerweise ,Drogen ,43,,2,44,6,25,0.9772727272727273,0.108471339035916,el,297,297,el,s_el_297p.wav,s_el_297tw,0.47111329957453196,s_el_297p.wav,s_el_297tw_12.wav,Stimuli/s_el_297p.wav,Stimuli/s_el_297tw_12.wav,0.23471522200979889
