Sentence,Target_word,WordPredictions,wn,nwords,nprt,nw,sn,cloze,entropy,condition,sn_rand,sn_0,Prior,Sentences,Target_word.1,randomization,Web_Audio,Single_Word,sentence,word,randomize_1
Nach dem Essen spülten sie das ,Geschirr,44,,1,44,7,29,1.0,0.0,el,365,365,el,s_el_365p.wav,s_el_365tw,0.1643771849661967,s_el_365p.wav,s_el_365tw_1.wav,Stimuli/s_el_365p.wav,Stimuli/s_el_365tw_1.wav,0.43795884316121014
"Es gibt kein schlechtes Wetter, nur schlechte",kleidung,55,3.0,7,76,8,9,0.7236842105263158,0.9080660175937085,em_hc,229,229,em,s_em_229p.wav,s_em_hc_229tw,0.7940231140639905,s_em_229p.wav,s_em_hc_229tw_12.wav,Stimuli/s_em_229p.wav,Stimuli/s_em_hc_229tw_12.wav,0.43880293153864625
Im Weltall hört man keine,motoren,1,5.0,17,66,6,242,0.01515151515151515,1.949497901053625,em_lc,291,291,em,s_em_291p.wav,s_em_lc_291tw,0.5828554721303771,s_em_291p.wav,s_em_lc_291tw_6.wav,Stimuli/s_em_291p.wav,Stimuli/s_em_lc_291tw_6.wav,0.4450358701577751
Auf dem Bauernhof gibt es viele grunzende,schweine,72,4.0,5,76,8,2,0.9473684210526315,0.279154911744805,el,13,13,el,s_el_013p.wav,s_el_013tw,0.37816719959697653,s_el_013p.wav,s_el_013tw_3.wav,Stimuli/s_el_013p.wav,Stimuli/s_el_013tw_3.wav,0.4455122110904691
In dem Gruselkabinett gibt es viele,geister,27,4.0,14,66,7,247,0.4090909090909091,1.983270700212413,em_hc,300,300,em,s_em_300p.wav,s_em_hc_300tw,0.4424074227207878,s_em_300p.wav,s_em_hc_300tw_3.wav,Stimuli/s_em_300p.wav,Stimuli/s_em_hc_300tw_3.wav,0.4486342467624861
In der Nachbarsstadt gibt es die größte Messe für,bücher,7,13.0,49,66,10,261,0.1060606060606061,3.706383995402767,eh,315,315,eh,s_eh_315p.wav,s_eh_315tw,0.9312937117307023,s_eh_315p.wav,s_eh_315tw_12.wav,Stimuli/s_eh_315p.wav,Stimuli/s_eh_315tw_12.wav,0.4528660612504728
Als Kind liebte sie das Märchen von Hänsel und,nemo,0,1.0,1,66,10,2,0.0,0.0,el_mm,1,1,el,s_el_001p.wav,s_el_mm_001tw,0.5473170681395589,s_el_001p.wav,s_el_mm_001tw_6.wav,Stimuli/s_el_001p.wav,Stimuli/s_el_mm_001tw_6.wav,0.45689003134585693
Der Bieber baut seinen Damm aus vielen,ästen,31,1.0,10,67,8,90,0.4626865671641791,1.675670624096552,em_hc,93,93,em,s_em_093p.wav,s_em_hc_093tw,0.6619855263831322,s_em_093p.wav,s_em_hc_093tw_6.wav,Stimuli/s_em_093p.wav,Stimuli/s_em_hc_093tw_6.wav,0.4575889061509407
Für die Vorratshaltung am besten geeignet sind Konserven mit,deckel,9,3.0,30,68,10,196,0.1323529411764706,2.999887306214324,eh,234,234,eh,s_eh_234p.wav,s_eh_234tw,0.5120602373212014,s_eh_234p.wav,s_eh_234tw_3.wav,Stimuli/s_eh_234p.wav,Stimuli/s_eh_234tw_3.wav,0.4592610926063381
Die Feuerwehrleute retten die Menschen aus einem brennenden,busch,0,5.0,6,67,9,156,0.0,0.5695749451542076,el_mm,181,181,el,s_el_181p.wav,s_el_mm_181tw,0.11287395025554825,s_el_181p.wav,s_el_mm_181tw_1.wav,Stimuli/s_el_181p.wav,Stimuli/s_el_mm_181tw_1.wav,0.4621725852274762
Der Wetterbericht warnt vor heftigem,gewitter,15,1.0,7,58,6,143,0.2586206896551724,1.562372148830214,em_hc,152,152,em,s_em_152p.wav,s_em_hc_152tw,0.08606691073391437,s_em_152p.wav,s_em_hc_152tw_1.wav,Stimuli/s_em_152p.wav,Stimuli/s_em_hc_152tw_1.wav,0.4699984351131512
Die junge Katze hat Angst vor dem,tod,1,13.0,16,68,8,166,0.01470588235294118,1.576074886508728,em_lc,190,190,em,s_em_190p.wav,s_em_lc_190tw,0.49604118655466645,s_em_190p.wav,s_em_lc_190tw_3.wav,Stimuli/s_em_190p.wav,Stimuli/s_em_lc_190tw_3.wav,0.47224762377452845
Die junge Frau bat die Bank um einen,kredit,65,2.0,3,68,9,165,0.9558823529411765,0.2088978977593963,el,188,188,el,s_el_188p.wav,s_el_188tw,0.025561326658083083,s_el_188p.wav,s_el_188tw_1.wav,Stimuli/s_el_188p.wav,Stimuli/s_el_188tw_1.wav,0.47294608396472915
Der Apfelkuchen war von ausgezeichnetem ,Geschmack ,37,,5,41,6,4,0.9024390243902439,0.4549388284643979,el,86,86,el,s_el_086p.wav,s_el_086tw,0.24571984901480926,s_el_086p.wav,s_el_086tw_3.wav,Stimuli/s_el_086p.wav,Stimuli/s_el_086tw_3.wav,0.47498948104285277
Nach einer anstrengenden Radtour hatte er großen Hunger und,angst,0,2.0,3,66,10,313,0.0,0.1567984187685619,el_mm,372,372,el,s_el_372p.wav,s_el_mm_372tw,0.6014503566664524,s_el_372p.wav,s_el_mm_372tw_6.wav,Stimuli/s_el_372p.wav,Stimuli/s_el_mm_372tw_6.wav,0.476400984275835
Die Katze jagt eine Maus im,schuppen,1,11.0,14,68,7,168,0.01470588235294118,2.060795255120921,em_lc,193,193,em,s_em_193p.wav,s_em_lc_193tw,0.7004281632472326,s_em_193p.wav,s_em_lc_193tw_6.wav,Stimuli/s_em_193p.wav,Stimuli/s_em_lc_193tw_6.wav,0.47835349177821385
Im Kasino verlor André sein ganzes,korn,0,2.0,4,76,7,12,0.0,0.5763245794588869,el_mm,276,276,el,s_el_276p.wav,s_el_mm_276tw,0.23753272250445245,s_el_276p.wav,s_el_mm_276tw_3.wav,Stimuli/s_el_276p.wav,Stimuli/s_el_mm_276tw_3.wav,0.48089512136840007
In dieser Woche hat der Supermarkt ein Angebot für,obst,6,25.0,42,68,10,270,0.08823529411764706,3.579427184510845,eh,321,321,eh,s_eh_321p.wav,s_eh_321tw,0.9171788480024335,s_eh_321p.wav,s_eh_321tw_12.wav,Stimuli/s_eh_321p.wav,Stimuli/s_eh_321tw_12.wav,0.4924703893273149
In der Gemeinde legen die Mitglieder großen Wert auf,sauberkeit,19,15.0,25,67,10,256,0.2835820895522388,2.659700522500995,eh,310,310,eh,s_eh_310p.wav,s_eh_310tw,0.8899986671086527,s_eh_310p.wav,s_eh_310tw_12.wav,Stimuli/s_eh_310p.wav,Stimuli/s_eh_310tw_12.wav,0.4967840137986461
Von dem Lottogewinn kauft er sich ein schnelles,dreirad,0,1.0,9,65,9,342,0.0,0.6850643615527408,el_mm,420,420,el,s_el_420p.wav,s_el_mm_420tw,0.14024890754468378,s_el_420p.wav,s_el_mm_420tw_1.wav,Stimuli/s_el_420p.wav,Stimuli/s_el_mm_420tw_1.wav,0.5052248684198934
Die Spaziergänger verirrten sich im,klo,0,8.0,8,68,6,182,0.0,0.6746419396441673,el_mm,211,211,el,s_el_211p.wav,s_el_mm_211tw,0.7503354468524239,s_el_211p.wav,s_el_mm_211tw_12.wav,Stimuli/s_el_211p.wav,Stimuli/s_el_mm_211tw_12.wav,0.5062526063140455
