Sentence,Target_word,WordPredictions,wn,nwords,nprt,nw,sn,cloze,entropy,condition,sn_rand,sn_0,Prior,Sentences,Target_word.1,randomization,Web_Audio,Single_Word,sentence,word,randomize_3
Ich schreibe einen langen Brief an meine,cousine,1,2.0,10,66,8,211,0.01515151515151515,1.673681629766757,em_lc,251,251,em,s_em_251p.wav,s_em_lc_251tw,0.3051902722753459,s_em_251p.wav,s_em_lc_251tw_6.wav,Stimuli/s_em_251p.wav,Stimuli/s_em_lc_251tw_6.wav,0.12897007979734787
Das Feuer im Kamin knistert und verbreitet,dreck,1,1.0,11,66,8,69,0.01515151515151515,0.9715313303319758,em_lc,70,70,em,s_em_070p.wav,s_em_lc_070tw,0.7296745070415139,s_em_070p.wav,s_em_lc_070tw_1.wav,Stimuli/s_em_070p.wav,Stimuli/s_em_lc_070tw_1.wav,0.1317164299790371
Während der Konzerttage spielt die Musikerin ein Stück auf ihrer,geige,23,4.0,12,68,11,345,0.3382352941176471,1.990518482240906,em_hc,422,422,em,s_em_422p.wav,s_em_hc_422tw,0.8640478828347163,s_em_422p.wav,s_em_hc_422tw_3.wav,Stimuli/s_em_422p.wav,Stimuli/s_em_hc_422tw_3.wav,0.14323973507705312
Nächstes Jahr kommt mein kleiner Sohn schon in die ,Miene,0,,2,47,10,30,0.0,0.1029666604654124,el_mm,384,384,el,s_el_384p.wav,s_el_mm_384tw,0.10595502277846514,s_el_384p.wav,s_el_mm_384tw_6.wav,Stimuli/s_el_384p.wav,Stimuli/s_el_mm_384tw_6.wav,0.14964267685812127
Die Blumen auf dem Balkon brauchen dringend,kekse,0,3.0,3,68,8,152,0.0,0.2088978977593964,el_mm,172,172,el,s_el_172p.wav,s_el_mm_172tw,0.7258994017648424,s_el_172p.wav,s_el_mm_172tw_3.wav,Stimuli/s_el_172p.wav,Stimuli/s_el_mm_172tw_3.wav,0.16371408312225877
Die junge Frau bat die Bank um einen,kredit,65,2.0,3,68,9,165,0.9558823529411765,0.2088978977593963,el,188,188,el,s_el_188p.wav,s_el_188tw,0.025561326658083083,s_el_188p.wav,s_el_188tw_6.wav,Stimuli/s_el_188p.wav,Stimuli/s_el_188tw_6.wav,0.18023532372733608
Ungeduldig schaut Toni auf ihre,kuh,0,5.0,5,76,6,22,0.0,0.3742793427934435,el_mm,415,415,el,s_el_415p.wav,s_el_mm_415tw,0.005993606038986354,s_el_415p.wav,s_el_mm_415tw_6.wav,Stimuli/s_el_415p.wav,Stimuli/s_el_mm_415tw_6.wav,0.18221337742542532
Der Streit zwischen den Nachbarn entstand wegen einer,kleinigkeit,14,14.0,27,68,9,137,0.2058823529411765,2.741549785523619,eh,144,144,eh,s_eh_144p.wav,s_eh_144tw,0.18698409153627138,s_eh_144p.wav,s_eh_144tw_6.wav,Stimuli/s_eh_144p.wav,Stimuli/s_eh_144tw_6.wav,0.1921947221498429
Die Kaffeetasse auf dem Tisch hat ein Muster mit,blumen,25,2.0,26,68,10,167,0.3676470588235294,2.605279362890865,eh,192,192,eh,s_eh_192p.wav,s_eh_192tw,0.854881305334241,s_eh_192p.wav,s_eh_192tw_1.wav,Stimuli/s_eh_192p.wav,Stimuli/s_eh_192tw_1.wav,0.19282697890384992
Mit dem 3-D Drucker fertigt Marius eine,skulptur,9,28.0,35,65,8,299,0.1384615384615385,3.234490724894502,eh,356,356,eh,s_eh_356p.wav,s_eh_356tw,0.9709754135347894,s_eh_356p.wav,s_eh_356tw_3.wav,Stimuli/s_eh_356p.wav,Stimuli/s_eh_356tw_3.wav,0.2008187270884032
In den Bergen übernachten die Gäste in einer gemütlichen,hütte,50,3.0,9,66,10,250,0.7575757575757576,1.015956349865725,em_hc,304,304,em,s_em_304p.wav,s_em_hc_304tw,0.7415174822899899,s_em_304p.wav,s_em_hc_304tw_1.wav,Stimuli/s_em_304p.wav,Stimuli/s_em_hc_304tw_1.wav,0.202215669421274
Nach einer langen Autofahrt erreichte die Familie endlich das,ziel,53,8.0,8,68,10,315,0.7794117647058824,0.933840516762783,em_hc,375,375,em,s_em_375p.wav,s_em_hc_375tw,0.2898294125955315,s_em_375p.wav,s_em_hc_375tw_12.wav,Stimuli/s_em_375p.wav,Stimuli/s_em_hc_375tw_12.wav,0.2087119308240456
An Weihnachten schmückte die ganze Familie den Baum mit,kugeln,39,7.0,13,65,10,16,0.6,1.453515468666839,em_hc,11,11,em,s_em_011p.wav,s_em_hc_011tw,0.13933656102152936,s_em_011p.wav,s_em_hc_011tw_6.wav,Stimuli/s_em_011p.wav,Stimuli/s_em_hc_011tw_6.wav,0.21067565371158792
Am ersten Wintertag hatte sein Auto zugefrorene ,Polster,0,,5,44,8,1,0.0,0.4306628574510463,el_mm,7,7,el,s_el_007p.wav,s_el_mm_007tw,0.5029535773738042,s_el_007p.wav,s_el_mm_007tw_1.wav,Stimuli/s_el_007p.wav,Stimuli/s_el_mm_007tw_1.wav,0.21466388729061026
Der Bieber baut seinen Damm aus vielen,ästen,31,1.0,10,67,8,90,0.4626865671641791,1.675670624096552,em_hc,93,93,em,s_em_093p.wav,s_em_hc_093tw,0.6619855263831322,s_em_093p.wav,s_em_hc_093tw_1.wav,Stimuli/s_em_093p.wav,Stimuli/s_em_hc_093tw_1.wav,0.24222194507839556
Auf jedem Bild in dieser Galerie findet sich ein,hund,5,14.0,40,64,10,40,0.078125,3.501161615984235,eh,36,36,eh,s_eh_036p.wav,s_eh_036tw,0.9583735260770642,s_eh_036p.wav,s_eh_036tw_3.wav,Stimuli/s_eh_036p.wav,Stimuli/s_eh_036tw_3.wav,0.24327515671617583
Im Zoo sprang die Robbe durch einen,reifen,42,3.0,7,76,8,13,0.5526315789473685,1.019284069050449,em_hc,295,295,em,s_em_295p.wav,s_em_hc_295tw,0.9387984873364039,s_em_295p.wav,s_em_hc_295tw_3.wav,Stimuli/s_em_295p.wav,Stimuli/s_em_hc_295tw_3.wav,0.2444040729431186
In der Schule lernen die Kinder,lesen,27,5.0,15,68,7,265,0.3970588235294117,1.980447619989706,em_hc,317,317,em,s_em_317p.wav,s_em_hc_317tw,0.7811520583765357,s_em_317p.wav,s_em_hc_317tw_3.wav,Stimuli/s_em_317p.wav,Stimuli/s_em_hc_317tw_3.wav,0.2502485204475505
Im Kofferraum versteckte der Ganove die,beute,21,1.0,11,66,7,231,0.3181818181818182,1.898842826726524,em_hc,279,279,em,s_em_279p.wav,s_em_hc_279tw,0.24940072191788598,s_em_279p.wav,s_em_hc_279tw_12.wav,Stimuli/s_em_279p.wav,Stimuli/s_em_hc_279tw_12.wav,0.251087442051915
Auf dem Bauernhof gibt es viele grunzende,schweine,72,4.0,5,76,8,2,0.9473684210526315,0.279154911744805,el,13,13,el,s_el_013p.wav,s_el_013tw,0.37816719959697653,s_el_013p.wav,s_el_013tw_12.wav,Stimuli/s_el_013p.wav,Stimuli/s_el_013tw_12.wav,0.2516770965616345
