Sentence,Target_word,WordPredictions,wn,nwords,nprt,nw,sn,cloze,entropy,condition,sn_rand,sn_0,Prior,Sentences,Target_word.1,randomization,Web_Audio,Single_Word,sentence,word,randomize_3
Öffne die Tür nur einen ,Meter,0,,2,45,6,31,0.0,0.10656595882802,el_mm,387,387,el,s_el_387p.wav,s_el_mm_387tw,0.6155222458780445,s_el_387p.wav,s_el_mm_387tw_1.wav,Stimuli/s_el_387p.wav,Stimuli/s_el_mm_387tw_1.wav,0.8944837429331487
Mit voller Wucht traf die Abrissbirne das,regal,1,7.0,7,67,8,303,0.01492537313432836,1.028217954901457,em_lc,359,359,em,s_em_359p.wav,s_em_lc_359tw,0.8045725891661458,s_em_359p.wav,s_em_lc_359tw_3.wav,Stimuli/s_em_359p.wav,Stimuli/s_em_lc_359tw_3.wav,0.8951966744874309
Den Teebeutel übergoß sie mit heißem,sirup,0,2.0,2,76,7,5,0.0,0.07005428087549845,el_mm,84,84,el,s_el_084p.wav,s_el_mm_084tw,0.6060179509527113,s_el_084p.wav,s_el_mm_084tw_1.wav,Stimuli/s_el_084p.wav,Stimuli/s_el_mm_084tw_1.wav,0.8993578527477721
Zum 20-jährigen Jubiläum bekam die Sekräterin von ihrem Chef eine Schachtel,pralinen,56,3.0,5,67,12,356,0.835820895522388,0.5919280370833983,el,435,435,el,s_el_435p.wav,s_el_435tw,0.19954353135695868,s_el_435p.wav,s_el_435tw_6.wav,Stimuli/s_el_435p.wav,Stimuli/s_el_435tw_6.wav,0.9108791150556989
Die DDR baute 1961 in Berlin die,Fabrik,0,,1,44,8,14,0.0,0.0,el_mm,174,174,el,s_el_174p.wav,s_el_mm_174tw,0.36828530754232647,s_el_174p.wav,s_el_mm_174tw_12.wav,Stimuli/s_el_174p.wav,Stimuli/s_el_mm_174tw_12.wav,0.9129705815041775
Die Schüler schreiben heute eine wichtige Prüfung in,mathe,47,8.0,10,66,9,181,0.7121212121212122,1.141624710878416,em_hc,209,209,em,s_em_209p.wav,s_em_hc_209tw,0.8406806345301697,s_em_209p.wav,s_em_hc_209tw_3.wav,Stimuli/s_em_209p.wav,Stimuli/s_em_hc_209tw_3.wav,0.9137667939058921
Im Kindergarten bekamen die meisten Kinder in dieser Woche,läuse,5,20.0,38,67,10,229,0.07462686567164178,3.440694712499508,eh,278,278,eh,s_eh_278p.wav,s_eh_278tw,0.17720213244222383,s_eh_278p.wav,s_eh_278tw_6.wav,Stimuli/s_eh_278p.wav,Stimuli/s_eh_278tw_6.wav,0.9182933277890213
Die junge Katze hat Angst vor dem,tod,1,13.0,16,68,8,166,0.01470588235294118,1.576074886508728,em_lc,190,190,em,s_em_190p.wav,s_em_lc_190tw,0.49604118655466645,s_em_190p.wav,s_em_lc_190tw_12.wav,Stimuli/s_em_190p.wav,Stimuli/s_em_lc_190tw_12.wav,0.9302190921270442
Die Köchin würzte das Essen mit,ingwer,1,5.0,14,68,7,172,0.01470588235294118,1.465469918390653,em_lc,200,200,em,s_em_200p.wav,s_em_lc_200tw,0.05049069068459866,s_em_200p.wav,s_em_lc_200tw_6.wav,Stimuli/s_em_200p.wav,Stimuli/s_em_lc_200tw_6.wav,0.9366520657042335
Der Wetterbericht warnt vor heftigem,gewitter,15,1.0,7,58,6,143,0.2586206896551724,1.562372148830214,em_hc,152,152,em,s_em_152p.wav,s_em_hc_152tw,0.08606691073391437,s_em_152p.wav,s_em_hc_152tw_6.wav,Stimuli/s_em_152p.wav,Stimuli/s_em_hc_152tw_6.wav,0.9439506736104787
Im Supermarkt kaufen wir eine Flasche,öl,1,6.0,15,66,8,240,0.01515151515151515,1.840455000233118,em_lc,289,289,em,s_em_289p.wav,s_em_lc_289tw,0.3922076164480133,s_em_289p.wav,s_em_lc_289tw_6.wav,Stimuli/s_em_289p.wav,Stimuli/s_em_lc_289tw_6.wav,0.9505773990778327
Ihre Hände waren ganz wund vom,putzen,9,7.0,28,68,7,218,0.1323529411764706,2.884835511218853,eh,265,265,eh,s_eh_265p.wav,s_eh_265tw,0.4625522974893246,s_eh_265p.wav,s_eh_265tw_12.wav,Stimuli/s_eh_265p.wav,Stimuli/s_eh_265tw_12.wav,0.9533456562439995
Zu ihrem Kleid trug sie passende,krüge,0,4.0,8,67,7,353,0.0,0.6483003308248153,el_mm,431,431,el,s_el_431p.wav,s_el_mm_431tw,0.7254879852173614,s_el_431p.wav,s_el_mm_431tw_3.wav,Stimuli/s_el_431p.wav,Stimuli/s_el_mm_431tw_3.wav,0.9537821535511921
Der Feuerlöscher befindet sich neben der,scheune,1,8.0,12,66,7,97,0.01515151515151515,1.18929533037326,em_lc,104,104,em,s_em_104p.wav,s_em_lc_104tw,0.9140912259866952,s_em_104p.wav,s_em_lc_104tw_3.wav,Stimuli/s_em_104p.wav,Stimuli/s_em_lc_104tw_3.wav,0.9555120026236251
Die Wahrsagerin prophezeit ihrem Kunden eine erfolgreiche,zukunft,45,10.0,10,67,8,187,0.6716417910447762,1.153729504418955,em_hc,217,217,em,s_em_217p.wav,s_em_hc_217tw,0.3878481059359522,s_em_217p.wav,s_em_hc_217tw_12.wav,Stimuli/s_em_217p.wav,Stimuli/s_em_hc_217tw_12.wav,0.9737298835005735
Ich suche meine Schlüssel in der,tasche,39,9.0,10,66,7,213,0.5909090909090909,1.436287342372337,em_hc,253,253,em,s_em_253p.wav,s_em_hc_253tw,0.4587709865755072,s_em_253p.wav,s_em_hc_253tw_1.wav,Stimuli/s_em_253p.wav,Stimuli/s_em_hc_253tw_1.wav,0.9742484904753259
Ich trinke gerne ein Glas Wein zum,tee,1,11.0,12,68,8,214,0.01470588235294118,1.422135119488624,em_lc,255,255,em,s_em_255p.wav,s_em_lc_255tw,0.9657713918388418,s_em_255p.wav,s_em_lc_255tw_3.wav,Stimuli/s_em_255p.wav,Stimuli/s_em_lc_255tw_3.wav,0.9912311371800917
Im Weltall hört man keine,motoren,1,5.0,17,66,6,242,0.01515151515151515,1.949497901053625,em_lc,291,291,em,s_em_291p.wav,s_em_lc_291tw,0.5828554721303771,s_em_291p.wav,s_em_lc_291tw_1.wav,Stimuli/s_em_291p.wav,Stimuli/s_em_lc_291tw_1.wav,0.9918659852397338
Aus dem Fenster sieht man in der Ferne die hohen,masten,1,6.0,9,64,11,41,0.015625,1.229807721516524,em_lc,37,37,em,s_em_037p.wav,s_em_lc_037tw,0.14822962041441867,s_em_037p.wav,s_em_lc_037tw_6.wav,Stimuli/s_em_037p.wav,Stimuli/s_em_lc_037tw_6.wav,0.9933940817765678
Die Menschen auf der Straße bestaunen den,künstler,8,15.0,39,66,8,177,0.1212121212121212,3.451719094914759,eh,206,206,eh,s_eh_206p.wav,s_eh_206tw,0.8557291061157861,s_eh_206p.wav,s_eh_206tw_3.wav,Stimuli/s_eh_206p.wav,Stimuli/s_eh_206tw_3.wav,0.9941462637374395
Die Hose war zu eng zum,sitzen,16,16.0,20,66,7,162,0.2424242424242424,2.551013677760933,eh,185,185,eh,s_eh_185p.wav,s_eh_185tw,0.4484569386255255,s_eh_185p.wav,s_eh_185tw_12.wav,Stimuli/s_eh_185p.wav,Stimuli/s_eh_185tw_12.wav,0.9963890926420034
