Sentence,Target_word,WordPredictions,wn,nwords,nprt,nw,sn,cloze,entropy,condition,sn_rand,sn_0,Prior,Sentences,Target_word.1,randomization,Web_Audio,Single_Word,sentence,word,randomize_1
Im Hochsommer erntet der Imker den heimischen,spargel,0,1.0,2,73,8,11,0.0,0.07237778951611745,el_mm,273,273,el,s_el_273p.wav,s_el_mm_273tw,0.9274142718400543,s_el_273p.wav,s_el_mm_273tw_12.wav,Stimuli/s_el_273p.wav,Stimuli/s_el_mm_273tw_12.wav,0.6811541478794627
Nach vielen Niederlagen steht die Fußballmannschaft kurz vor dem,abstieg,30,1.0,8,76,10,19,0.3947368421052632,1.354694128992041,em_hc,382,382,em,s_em_382p.wav,s_em_hc_382tw,0.07876377039852522,s_em_382p.wav,s_em_hc_382tw_1.wav,Stimuli/s_em_382p.wav,Stimuli/s_em_hc_382tw_1.wav,0.6862409528172095
In der Menschenmenge erkannte mich meine,chefin,1,1.0,16,67,7,260,0.01492537313432836,1.958237694603065,em_lc,313,313,em,s_em_313p.wav,s_em_lc_313tw,0.7546819605470017,s_em_313p.wav,s_em_lc_313tw_12.wav,Stimuli/s_em_313p.wav,Stimuli/s_em_lc_313tw_12.wav,0.6871069860616497
Auf jedem Bild in dieser Galerie findet sich ein,hund,5,14.0,40,64,10,40,0.078125,3.501161615984235,eh,36,36,eh,s_eh_036p.wav,s_eh_036tw,0.9583735260770642,s_eh_036p.wav,s_eh_036tw_12.wav,Stimuli/s_eh_036p.wav,Stimuli/s_eh_036tw_12.wav,0.6892789022241045
In der Schwangerschaft aß sie besonders gerne,gurken,16,14.0,30,67,8,266,0.2388059701492537,2.82580342359955,eh,319,319,eh,s_eh_319p.wav,s_eh_319tw,0.35048863599372093,s_eh_319p.wav,s_eh_319tw_3.wav,Stimuli/s_eh_319p.wav,Stimuli/s_eh_319tw_3.wav,0.6911345533100482
Der Verdächtige fällt besonders auf durch seinen,bart,13,4.0,20,62,8,138,0.2096774193548387,2.58873142166001,eh,147,147,eh,s_eh_147p.wav,s_eh_147tw,0.1496143664546571,s_eh_147p.wav,s_eh_147tw_1.wav,Stimuli/s_eh_147p.wav,Stimuli/s_eh_147tw_1.wav,0.6965437115207607
Hinter den sieben Bergen wohnen die sieben,kröten,0,1.0,1,67,8,206,0.0,0.0,el_mm,245,245,el,s_el_245p.wav,s_el_mm_245tw,0.12145421861781314,s_el_245p.wav,s_el_mm_245tw_1.wav,Stimuli/s_el_245p.wav,Stimuli/s_el_mm_245tw_1.wav,0.6977680545983886
Während einer Verfolgungsjagd floh der Verdächtige mit einem,auto,34,1.0,21,68,9,346,0.5,2.093346238520834,em_hc,424,424,em,s_em_424p.wav,s_em_hc_424tw,0.4382262077081055,s_em_424p.wav,s_em_hc_424tw_3.wav,Stimuli/s_em_424p.wav,Stimuli/s_em_hc_424tw_3.wav,0.6978106841934897
Trotz der aussichtslosen Situation verliert Laura nicht die,hoffnung,37,4.0,11,76,9,20,0.4868421052631579,1.641781404763434,em_hc,404,404,em,s_em_404p.wav,s_em_hc_404tw,0.3314472848586181,s_em_404p.wav,s_em_hc_404tw_3.wav,Stimuli/s_em_404p.wav,Stimuli/s_em_hc_404tw_3.wav,0.6992330930860523
Inspiriert von ihrem neuen Buch begann sie mit dem,häkeln,1,3.0,18,68,10,282,0.01470588235294118,1.93318409911823,em_lc,336,336,em,s_em_336p.wav,s_em_lc_336tw,0.5518611319567187,s_em_336p.wav,s_em_lc_336tw_3.wav,Stimuli/s_em_336p.wav,Stimuli/s_em_lc_336tw_3.wav,0.7049129287461267
Beim Wandern finden sie auf dem Weg eine,schlange,9,31.0,37,67,9,63,0.1343283582089552,3.317582105071487,eh,58,58,eh,s_eh_058p.wav,s_eh_058tw,0.18664281667961202,s_eh_058p.wav,s_eh_058tw_1.wav,Stimuli/s_eh_058p.wav,Stimuli/s_eh_058tw_1.wav,0.7237362713494752
Er spaltete das Holz mit einer großen ,Axt,43,,1,43,8,19,1.0,0.0,el,227,227,el,s_el_227p.wav,s_el_227tw,0.36679541596615695,s_el_227p.wav,s_el_227tw_3.wav,Stimuli/s_el_227p.wav,Stimuli/s_el_227tw_3.wav,0.75533813867065
Die DDR baute 1961 in Berlin die,Fabrik,0,,1,44,8,14,0.0,0.0,el_mm,174,174,el,s_el_174p.wav,s_el_mm_174tw,0.36828530754232647,s_el_174p.wav,s_el_mm_174tw_3.wav,Stimuli/s_el_174p.wav,Stimuli/s_el_mm_174tw_3.wav,0.7565035190159437
Der Vogel im Baum singt ein schönes,lied,64,2.0,4,67,8,140,0.9552238805970149,0.2320281815548616,el,148,148,el,s_el_148p.wav,s_el_148tw,0.4120990123491147,s_el_148p.wav,s_el_148tw_3.wav,Stimuli/s_el_148p.wav,Stimuli/s_el_148tw_3.wav,0.7613191828744493
Der Arzt bemühte sich sehr um seinen ,Schnellkochtopf,0,,3,47,8,5,0.0,0.2054707498023056,el_mm,88,88,el,s_el_088p.wav,s_el_mm_088tw,0.4404219066939965,s_el_088p.wav,s_el_mm_088tw_3.wav,Stimuli/s_el_088p.wav,Stimuli/s_el_mm_088tw_3.wav,0.7689229407525776
Der Winter war sehr hart in diesem ,schal,0,,1,44,8,10,0.0,0.0,el_mm,156,156,el,s_el_156p.wav,s_el_mm_156tw,0.6442054260182096,s_el_156p.wav,s_el_mm_156tw_12.wav,Stimuli/s_el_156p.wav,Stimuli/s_el_mm_156tw_12.wav,0.7716594887027505
