Sentence,Target_word,WordPredictions,wn,nwords,nprt,nw,sn,cloze,entropy,condition,sn_rand,sn_0,Prior,Sentences,Target_word.1,randomization,Web_Audio,Single_word,sentence,word,randomize_2
Der Vogel im Baum singt ein schönes,lied,64,2.0,4,67,8,140,0.9552238805970149,0.2320281815548616,el,148,148,el,s_el_148p.wav,s_el_148tw,0.4120990123491147,s_el_148p.wav,s_el_148tw_6.wav,Stimuli/s_el_148p.wav,Stimuli/s_el_148tw_6.wav,0.5735579588003269
Der Zug lag noch gut in der ,Zeit,50,,3,53,8,12,0.9433962264150944,0.2535476752025521,el,162,162,el,s_el_162p.wav,s_el_162tw,0.49599861164349734,s_el_162p.wav,s_el_162tw_12.wav,Stimuli/s_el_162p.wav,Stimuli/s_el_162tw_12.wav,0.5768442928970553
Die Kellnerin serviert den Nachtisch auf dem,tablett,42,6.0,10,65,8,169,0.6461538461538462,1.272459243651833,em_hc,195,195,em,s_em_195p.wav,s_em_hc_195tw,0.015160799109355083,s_em_195p.wav,s_em_hc_195tw_3.wav,Stimuli/s_em_195p.wav,Stimuli/s_em_hc_195tw_3.wav,0.5809561344348295
Über das Feld rennt ein,soldat,1,14.0,16,68,6,337,0.01470588235294118,1.879718879418303,em_lc,408,408,em,s_em_408p.wav,s_em_lc_408tw,0.660013385691329,s_em_408p.wav,s_em_lc_408tw_12.wav,Stimuli/s_em_408p.wav,Stimuli/s_em_lc_408tw_12.wav,0.5848918050427274
Meine Schwester studiert Medizin an der,universität,49,6.0,6,67,7,296,0.7313432835820896,0.9744178016214289,em_hc,354,354,em,s_em_354p.wav,s_em_hc_354tw,0.05594999379606069,s_em_354p.wav,s_em_hc_354tw_3.wav,Stimuli/s_em_354p.wav,Stimuli/s_em_hc_354tw_3.wav,0.5945778075637652
Nach einer anstrengenden Radtour hatte er großen Hunger und,angst,0,2.0,3,66,10,313,0.0,0.1567984187685619,el_mm,372,372,el,s_el_372p.wav,s_el_mm_372tw,0.6014503566664524,s_el_372p.wav,s_el_mm_372tw_12.wav,Stimuli/s_el_372p.wav,Stimuli/s_el_mm_372tw_12.wav,0.5978176032558542
Nach einer langen Autofahrt erreichte die Familie endlich das,ziel,53,8.0,8,68,10,315,0.7794117647058824,0.933840516762783,em_hc,375,375,em,s_em_375p.wav,s_em_hc_375tw,0.2898294125955315,s_em_375p.wav,s_em_hc_375tw_6.wav,Stimuli/s_em_375p.wav,Stimuli/s_em_hc_375tw_6.wav,0.6070110725890527
Der Rapper singt über sein Leben auf der Straße und seine,liebe,10,18.0,26,68,12,128,0.1470588235294118,2.898879076682315,eh,135,135,eh,s_eh_135p.wav,s_eh_135tw,0.31786179700195616,s_eh_135p.wav,s_eh_135tw_6.wav,Stimuli/s_eh_135p.wav,Stimuli/s_eh_135tw_6.wav,0.6175031501031133
Die lange steile Treppe führt zum,dachboden,17,8.0,29,66,7,174,0.2575757575757576,2.864106074772728,eh,203,203,eh,s_eh_203p.wav,s_eh_203tw,0.1907437186232982,s_eh_203p.wav,s_eh_203tw_3.wav,Stimuli/s_eh_203p.wav,Stimuli/s_eh_203tw_3.wav,0.6199968704968706
Zur Bekräftigung des Friedens rauchten die Indianer eine,Feige,0,,2,44,9,37,0.0,0.4741393130578374,el_mm,439,439,el,s_el_439p.wav,s_el_mm_439tw,0.2530658462952279,s_el_439p.wav,s_el_mm_439tw_6.wav,Stimuli/s_el_439p.wav,Stimuli/s_el_mm_439tw_6.wav,0.6205312202448269
Das Cappie schützt die Augen vor der,kreide,0,2.0,3,65,8,65,0.0,0.2657850763483092,el_mm,64,64,el,s_el_064p.wav,s_el_mm_064tw,0.5184143956598126,s_el_064p.wav,s_el_mm_064tw_12.wav,Stimuli/s_el_064p.wav,Stimuli/s_el_mm_064tw_12.wav,0.6214008455322703
Zu ihrem Kleid trug sie passende,krüge,0,4.0,8,67,7,353,0.0,0.6483003308248153,el_mm,431,431,el,s_el_431p.wav,s_el_mm_431tw,0.7254879852173614,s_el_431p.wav,s_el_mm_431tw_1.wav,Stimuli/s_el_431p.wav,Stimuli/s_el_mm_431tw_1.wav,0.6220336286988627
Die Feuerwehrleute retten die Menschen aus einem brennenden,busch,0,5.0,6,67,9,156,0.0,0.5695749451542076,el_mm,181,181,el,s_el_181p.wav,s_el_mm_181tw,0.11287395025554825,s_el_181p.wav,s_el_mm_181tw_3.wav,Stimuli/s_el_181p.wav,Stimuli/s_el_mm_181tw_3.wav,0.6286876627457261
Ihr Kleid war aus reiner ,Seide,42,,2,44,6,22,0.9545454545454546,0.1849073991677757,el,261,261,el,s_el_261p.wav,s_el_261tw,0.8937010653434926,s_el_261p.wav,s_el_261tw_1.wav,Stimuli/s_el_261p.wav,Stimuli/s_el_261tw_1.wav,0.6306467889567606
Im Kindergarten bekamen die meisten Kinder in dieser Woche,läuse,5,20.0,38,67,10,229,0.07462686567164178,3.440694712499508,eh,278,278,eh,s_eh_278p.wav,s_eh_278tw,0.17720213244222383,s_eh_278p.wav,s_eh_278tw_3.wav,Stimuli/s_eh_278p.wav,Stimuli/s_eh_278tw_3.wav,0.6326091489419543
Sie kam mit den Beinen kaum bis auf den ,Kessel,0,,4,45,10,35,0.0,0.3923791765259529,el_mm,396,396,el,s_el_396p.wav,s_el_mm_396tw,0.4195835840945974,s_el_396p.wav,s_el_mm_396tw_6.wav,Stimuli/s_el_396p.wav,Stimuli/s_el_mm_396tw_6.wav,0.6346944877204221
Rauchen gefährdert die ,Vorhänge,0,,3,53,4,33,0.0,0.1868370594211668,el_mm,389,389,el,s_el_389p.wav,s_el_mm_389tw,0.665636497426347,s_el_389p.wav,s_el_mm_389tw_1.wav,Stimuli/s_el_389p.wav,Stimuli/s_el_mm_389tw_1.wav,0.6427776621836467
Über Nacht liegt das Kreuzfahrtschiff sicher im,hafen,76,1.0,1,76,8,21,1.0,0.0,el,412,412,el,s_el_412p.wav,s_el_412tw,0.7279150065807186,s_el_412p.wav,s_el_412tw_1.wav,Stimuli/s_el_412p.wav,Stimuli/s_el_412tw_1.wav,0.6574159211024355
Ich verbringe meine Ferien gerne am,weiher,1,6.0,6,67,7,215,0.01492537313432836,1.176330126649963,em_lc,257,257,em,s_em_257p.wav,s_em_lc_257tw,0.8660476038228997,s_em_257p.wav,s_em_lc_257tw_1.wav,Stimuli/s_em_257p.wav,Stimuli/s_em_lc_257tw_1.wav,0.6598870554114278
Die Kinder spielen mit einem Ball im,dreieck,1,2.0,18,68,8,170,0.01470588235294118,2.003541273584357,em_lc,197,197,em,s_em_197p.wav,s_em_lc_197tw,0.8456676015678495,s_em_197p.wav,s_em_lc_197tw_1.wav,Stimuli/s_em_197p.wav,Stimuli/s_em_lc_197tw_1.wav,0.6627803600312775
Der Fernseher im Wohnzimmer hat einen großen,sprung,1,12.0,12,67,8,96,0.01492537313432836,1.07101215383528,em_lc,102,102,em,s_em_102p.wav,s_em_lc_102tw,0.4361848386095347,s_em_102p.wav,s_em_lc_102tw_6.wav,Stimuli/s_em_102p.wav,Stimuli/s_em_lc_102tw_6.wav,0.6678234962942661
Die Wahrsagerin prophezeit ihrem Kunden eine erfolgreiche,zukunft,45,10.0,10,67,8,187,0.6716417910447762,1.153729504418955,em_hc,217,217,em,s_em_217p.wav,s_em_hc_217tw,0.3878481059359522,s_em_217p.wav,s_em_hc_217tw_6.wav,Stimuli/s_em_217p.wav,Stimuli/s_em_hc_217tw_6.wav,0.6681179136715628
Ich trinke gerne ein Glas Wein zum,tee,1,11.0,12,68,8,214,0.01470588235294118,1.422135119488624,em_lc,255,255,em,s_em_255p.wav,s_em_lc_255tw,0.9657713918388418,s_em_255p.wav,s_em_lc_255tw_1.wav,Stimuli/s_em_255p.wav,Stimuli/s_em_lc_255tw_1.wav,0.6694056467178732
Der Wetterbericht warnt vor heftigem,gewitter,15,1.0,7,58,6,143,0.2586206896551724,1.562372148830214,em_hc,152,152,em,s_em_152p.wav,s_em_hc_152tw,0.08606691073391437,s_em_152p.wav,s_em_hc_152tw_3.wav,Stimuli/s_em_152p.wav,Stimuli/s_em_hc_152tw_3.wav,0.6728076394391092
Aus dem Tresor stehlen die Bankräuber wertvolle,diamanten,8,5.0,26,65,8,43,0.1230769230769231,2.981211013591902,eh,40,40,eh,s_eh_040p.wav,s_eh_040tw,0.004936902882194394,s_eh_040p.wav,s_eh_040tw_3.wav,Stimuli/s_eh_040p.wav,Stimuli/s_eh_040tw_3.wav,0.6819444327171247
Am ersten Wintertag hatte sein Auto zugefrorene ,Polster,0,,5,44,8,1,0.0,0.4306628574510463,el_mm,7,7,el,s_el_007p.wav,s_el_mm_007tw,0.5029535773738042,s_el_007p.wav,s_el_mm_007tw_12.wav,Stimuli/s_el_007p.wav,Stimuli/s_el_mm_007tw_12.wav,0.6823632980800178
Die Spaziergänger verirrten sich im,klo,0,8.0,8,68,6,182,0.0,0.6746419396441673,el_mm,211,211,el,s_el_211p.wav,s_el_mm_211tw,0.7503354468524239,s_el_211p.wav,s_el_mm_211tw_1.wav,Stimuli/s_el_211p.wav,Stimuli/s_el_mm_211tw_1.wav,0.6867754480027312
In einer Seeschlacht erbeuteten die Piraten viele,schätze,36,16.0,22,68,8,272,0.5294117647058824,2.045913173382595,em_hc,323,323,em,s_em_323p.wav,s_em_hc_323tw,0.7762756566397202,s_em_323p.wav,s_em_hc_323tw_1.wav,Stimuli/s_em_323p.wav,Stimuli/s_em_hc_323tw_1.wav,0.6882588761315444
Die U-Bahn am Marienplatz war voller,ratten,1,12.0,17,66,7,185,0.01515151515151515,1.642563514548485,em_lc,213,213,em,s_em_213p.wav,s_em_lc_213tw,0.40719372584556834,s_em_213p.wav,s_em_lc_213tw_6.wav,Stimuli/s_em_213p.wav,Stimuli/s_em_lc_213tw_6.wav,0.6883819795913663
Marie bückte sich und sah einen,käfer,21,15.0,35,68,7,291,0.3088235294117647,2.970789518717813,eh,349,349,eh,s_eh_349p.wav,s_eh_349tw,0.799798245778524,s_eh_349p.wav,s_eh_349tw_12.wav,Stimuli/s_eh_349p.wav,Stimuli/s_eh_349tw_12.wav,0.6917074208581624
Das feuchte Handtuch hängt an dem,ofen,1,8.0,14,66,7,68,0.01515151515151515,1.57162213231933,em_lc,68,68,em,s_em_068p.wav,s_em_lc_068tw,0.42859490435583614,s_em_068p.wav,s_em_lc_068tw_6.wav,Stimuli/s_em_068p.wav,Stimuli/s_em_lc_068tw_6.wav,0.6945961271788526
Der Fahrer fährt die Staatsgäste sicher durch die,nacht,1,11.0,16,68,9,95,0.01470588235294118,1.543851091202297,em_lc,100,100,em,s_em_100p.wav,s_em_lc_100tw,0.17775205616296963,s_em_100p.wav,s_em_lc_100tw_3.wav,Stimuli/s_em_100p.wav,Stimuli/s_em_lc_100tw_3.wav,0.6998810998318034
Der Dünger nährt den ,delfin,0,,3,40,5,6,0.0,0.2331726023738699,el_mm,98,98,el,s_el_098p.wav,s_el_mm_098tw,0.4502932629193779,s_el_098p.wav,s_el_mm_098tw_6.wav,Stimuli/s_el_098p.wav,Stimuli/s_el_mm_098tw_6.wav,0.7059149371559473
Im Zoo sprang die Robbe durch einen,reifen,42,3.0,7,76,8,13,0.5526315789473685,1.019284069050449,em_hc,295,295,em,s_em_295p.wav,s_em_hc_295tw,0.9387984873364039,s_em_295p.wav,s_em_hc_295tw_1.wav,Stimuli/s_em_295p.wav,Stimuli/s_em_hc_295tw_1.wav,0.7060545767538579
Von dem Lottogewinn kauft er sich ein schnelles,dreirad,0,1.0,9,65,9,342,0.0,0.6850643615527408,el_mm,420,420,el,s_el_420p.wav,s_el_mm_420tw,0.14024890754468378,s_el_420p.wav,s_el_mm_420tw_3.wav,Stimuli/s_el_420p.wav,Stimuli/s_el_mm_420tw_3.wav,0.7249038352300742
Inspiriert von ihrem neuen Buch begann sie mit dem,häkeln,1,3.0,18,68,10,282,0.01470588235294118,1.93318409911823,em_lc,336,336,em,s_em_336p.wav,s_em_lc_336tw,0.5518611319567187,s_em_336p.wav,s_em_lc_336tw_6.wav,Stimuli/s_em_336p.wav,Stimuli/s_em_lc_336tw_6.wav,0.7278820293938967
Meine Pommes esse ich am liebsten mit Ketchup und,salat,0,1.0,1,76,10,16,0.0,0.0,el_mm,352,352,el,s_el_352p.wav,s_el_mm_352tw,0.4962386414285629,s_el_352p.wav,s_el_mm_352tw_12.wav,Stimuli/s_el_352p.wav,Stimuli/s_el_mm_352tw_12.wav,0.7298829124557948
Auf ihre Spaghetti reibt sie sich,trüffel,1,4.0,4,68,7,38,0.01470588235294118,0.8097062407470905,em_lc,33,33,em,s_em_033p.wav,s_em_lc_033tw,0.46463423954315963,s_em_033p.wav,s_em_lc_033tw_6.wav,Stimuli/s_em_033p.wav,Stimuli/s_em_lc_033tw_6.wav,0.7369721862497188
